wbps_gene_id,principal_transcript_id,principal_cds_length,principal_isoform_type,genome_name,gene_description,transcript_biotype,species
TTRE8884,TTRE8884_t1,151.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12364,TTRE12364_t1,1166.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1408,TTRE1408_t1,298.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6223,TTRE6223_t1,473.0,protein_coding,,Predicted Bcl 2 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z4A5],protein_coding,trtricprjeb535
TTRE4364,TTRE4364_t1,331.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8241,TTRE8241_t1,294.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1003,TTRE1003_t1,315.0,protein_coding,,Tyrosine protein kinase dnt  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0R9],protein_coding,trtricprjeb535
TTRE2434,TTRE2434_t1,266.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6080,TTRE6080_t1,1034.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2966,TTRE2966_t1,607.0,protein_coding,,Regulator of nuclear mRNA  [Source:UniProtKB/TrEMBL;Acc:A0A077Z223],protein_coding,trtricprjeb535
TTRE7758,TTRE7758_t1,548.0,protein_coding,,Cyclin-dependent kinase 2-interacting protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI80],protein_coding,trtricprjeb535
TTRE10060,TTRE10060_t1,204.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4837,TTRE4837_t1,280.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6631,TTRE6631_t1,1772.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1624,TTRE1624_t1,228.0,protein_coding,,Methionine aminopeptidase 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBG5],protein_coding,trtricprjeb535
TTRE8851,TTRE8851_t1,247.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7410,TTRE7410_t1,2947.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11500,TTRE11500_t1,322.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5888,TTRE5888_t1,155.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4698,TTRE4698_t1,1022.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8604,TTRE8604_t1,292.0,protein_coding,,Ly-6 related domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYV1],protein_coding,trtricprjeb535
TTRE638,TTRE638_t1,151.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3870,TTRE3870_t1,99.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7957,TTRE7957_t1,1160.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2122,TTRE2122_t1,354.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3424,TTRE3424_t1,891.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11277,TTRE11277_t1,481.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9681,TTRE9681_t1,260.0,protein_coding,,Dosage compensation protein dpy-30  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9R3],protein_coding,trtricprjeb535
TTRE665,TTRE665_t1,212.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7011,TTRE7011_t1,445.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9293,TTRE9293_t1,425.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1851,TTRE1851_t1,227.0,protein_coding,,sphingolipid 4-desaturase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5R1],protein_coding,trtricprjeb535
TTRE6067,TTRE6067_t1,278.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6224,TTRE6224_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8329,TTRE8329_t1,710.0,protein_coding,,Alpha ketoglutarate dependent dioxygenase alkB  [Source:UniProtKB/TrEMBL;Acc:A0A077Z411],protein_coding,trtricprjeb535
TTRE9532,TTRE9532_t1,313.0,protein_coding,,Kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGE0],protein_coding,trtricprjeb535
TTRE648,TTRE648_t1,346.0,protein_coding,,"Oxidoreductase, zinc binding dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:A0A077YWA6]",protein_coding,trtricprjeb535
TTRE1978,TTRE1978_t1,1084.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12334,TTRE12334_t1,323.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10332,TTRE10332_t1,334.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11997,TTRE11997_t1,962.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11084,TTRE11084_t1,806.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8684,TTRE8684_t1,2759.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10079,TTRE10079_t1,135.0,protein_coding,,Transcription elongation factor 1 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077Z421],protein_coding,trtricprjeb535
TTRE6196,TTRE6196_t1,569.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10402,TTRE10402_t1,832.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7059,TTRE7059_t1,1475.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9772,TTRE9772_t1,911.0,protein_coding,,4HBT 3 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA87],protein_coding,trtricprjeb535
TTRE9274,TTRE9274_t1,556.0,protein_coding,,Two pore potassium channel protein sup-9  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8A8],protein_coding,trtricprjeb535
TTRE5556,TTRE5556_t1,251.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10240,TTRE10240_t1,1076.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10104,TTRE10104_t1,347.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4857,TTRE4857_t1,337.0,protein_coding,,Cyclin dependent kinase 16  [Source:UniProtKB/TrEMBL;Acc:A0A077YXR6],protein_coding,trtricprjeb535
TTRE8969,TTRE8969_t1,1091.0,protein_coding,,Fucosyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z077],protein_coding,trtricprjeb535
TTRE4818,TTRE4818_t1,279.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2535,TTRE2535_t1,2339.0,protein_coding,,Notch and Ank 2 and EGF and NOD domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z639],protein_coding,trtricprjeb535
TTRE8809,TTRE8809_t1,139.0,protein_coding,,Reactive oxygen species modulator 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z676],protein_coding,trtricprjeb535
TTRE9419,TTRE9419_t1,509.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2673,TTRE2673_t1,281.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3516,TTRE3516_t1,143.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2520,TTRE2520_t1,178.0,protein_coding,,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z832],protein_coding,trtricprjeb535
TTRE2206,TTRE2206_t1,862.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10961,TTRE10961_t1,458.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10365,TTRE10365_t1,1205.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9239,TTRE9239_t1,317.0,protein_coding,,"Succinate dehydrogenase assembly factor 4, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077Z960]",protein_coding,trtricprjeb535
TTRE7216,TTRE7216_t1,488.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7502,TTRE7502_t1,362.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7652,TTRE7652_t1,359.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1962,TTRE1962_t1,205.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10305,TTRE10305_t1,1745.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8140,TTRE8140_t1,707.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11425,TTRE11425_t1,266.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1446,TTRE1446_t1,390.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4105,TTRE4105_t1,286.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12008,TTRE12008_t1,278.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3019,TTRE3019_t1,844.0,protein_coding,,Sodium dependent phosphate transporter  [Source:UniProtKB/TrEMBL;Acc:A0A077YX70],protein_coding,trtricprjeb535
TTRE10873,TTRE10873_t1,255.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2920,TTRE2920_t1,1070.0,protein_coding,,Translation initiation factor eIF 2B subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHH5],protein_coding,trtricprjeb535
TTRE8462,TTRE8462_t1,249.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5954,TTRE5954_t1,728.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11702,TTRE11702_t1,428.0,protein_coding,,DNA polymerase sigma  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGL3],protein_coding,trtricprjeb535
TTRE3216,TTRE3216_t1,181.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7705,TTRE7705_t1,811.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE175,TTRE175_t1,166.0,protein_coding,,CRAL TRIO domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YWG0],protein_coding,trtricprjeb535
TTRE11431,TTRE11431_t1,272.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1664,TTRE1664_t1,222.0,protein_coding,,Geranylgeranyl transferase type-2 subunit beta  [Source:UniProtKB/TrEMBL;Acc:A0A077YX34],protein_coding,trtricprjeb535
TTRE1512,TTRE1512_t1,639.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9368,TTRE9368_t1,189.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5686,TTRE5686_t1,547.0,protein_coding,,Mito carr domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3W8],protein_coding,trtricprjeb535
TTRE6299,TTRE6299_t1,275.0,protein_coding,,Barrier to autointegration factor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFN1],protein_coding,trtricprjeb535
TTRE10,TTRE10_t1,603.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2569,TTRE2569_t1,887.0,protein_coding,,Defensin-related cryptdin-related sequence 10  [Source:UniProtKB/TrEMBL;Acc:A0A077Z327],protein_coding,trtricprjeb535
TTRE5680,TTRE5680_t1,281.0,protein_coding,,"28S ribosomal protein S15, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBC1]",protein_coding,trtricprjeb535
TTRE9167,TTRE9167_t1,266.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2749,TTRE2749_t1,251.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3524,TTRE3524_t1,149.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10424,TTRE10424_t1,707.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6961,TTRE6961_t1,481.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7555,TTRE7555_t1,607.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7180,TTRE7180_t1,422.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2794,TTRE2794_t1,346.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE802,TTRE802_t1,146.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10986,TTRE10986_t1,281.0,protein_coding,,ShK and CAP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYJ9],protein_coding,trtricprjeb535
TTRE8101,TTRE8101_t1,1009.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10573,TTRE10573_t1,1009.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5950,TTRE5950_t1,833.0,protein_coding,,RNA-binding protein 42  [Source:UniProtKB/TrEMBL;Acc:A0A077Z474],protein_coding,trtricprjeb535
TTRE24,TTRE24_t1,629.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9773,TTRE9773_t1,225.0,protein_coding,,Eukaryotic translation initiation factor 3 subunit K  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDA6],protein_coding,trtricprjeb535
TTRE7391,TTRE7391_t1,620.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7491,TTRE7491_t1,470.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10898,TTRE10898_t1,242.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9614,TTRE9614_t1,716.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2335,TTRE2335_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE383,TTRE383_t1,235.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1698,TTRE1698_t1,175.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8269,TTRE8269_t1,647.0,protein_coding,,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YV18],protein_coding,trtricprjeb535
TTRE3847,TTRE3847_t1,535.0,protein_coding,,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5J7],protein_coding,trtricprjeb535
TTRE1046,TTRE1046_t1,135.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3840,TTRE3840_t1,71.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5570,TTRE5570_t1,182.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10756,TTRE10756_t1,1037.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10926,TTRE10926_t1,147.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE278,TTRE278_t1,390.0,protein_coding,,Ubiquitin conjugating enzyme E2 R1  [Source:UniProtKB/TrEMBL;Acc:A0A077YYV0],protein_coding,trtricprjeb535
TTRE11292,TTRE11292_t1,162.0,protein_coding,,Ras protein Rab 5C  [Source:UniProtKB/TrEMBL;Acc:A0A077YUU2],protein_coding,trtricprjeb535
TTRE734,TTRE734_t1,271.0,protein_coding,,SprT-like domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z859],protein_coding,trtricprjeb535
TTRE5141,TTRE5141_t1,221.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3464,TTRE3464_t1,1207.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5335,TTRE5335_t1,1064.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4909,TTRE4909_t1,553.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6942,TTRE6942_t1,663.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7965,TTRE7965_t1,1655.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2145,TTRE2145_t1,217.0,protein_coding,,Dna repair protein rad51  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1E0],protein_coding,trtricprjeb535
TTRE11430,TTRE11430_t1,214.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7030,TTRE7030_t1,132.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2073,TTRE2073_t1,197.0,protein_coding,,Acyl coenzyme A thioesterase II  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3A8],protein_coding,trtricprjeb535
TTRE2288,TTRE2288_t1,381.0,protein_coding,,KH 1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA00],protein_coding,trtricprjeb535
TTRE5396,TTRE5396_t1,475.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11357,TTRE11357_t1,347.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7500,TTRE7500_t1,1520.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12022,TTRE12022_t1,350.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6863,TTRE6863_t1,513.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE379,TTRE379_t1,189.0,protein_coding,,G protein-coupled receptor kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF00],protein_coding,trtricprjeb535
TTRE1042,TTRE1042_t1,1265.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11122,TTRE11122_t1,445.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3502,TTRE3502_t1,202.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3139,TTRE3139_t1,98.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6899,TTRE6899_t1,2645.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4346,TTRE4346_t1,279.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8314,TTRE8314_t1,261.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12403,TTRE12403_t1,223.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12602,TTRE12602_t1,116.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11355,TTRE11355_t1,902.0,protein_coding,,Shaker cognate isoform putative potassium voltag e gated channel protein shaw  [Source:UniProtKB/TrEMBL;Acc:A0A077Z895],protein_coding,trtricprjeb535
TTRE10117,TTRE10117_t1,757.0,protein_coding,,WD40 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z232],protein_coding,trtricprjeb535
TTRE2492,TTRE2492_t1,530.0,protein_coding,,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFR0],protein_coding,trtricprjeb535
TTRE7294,TTRE7294_t1,305.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9081,TTRE9081_t1,1609.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9120,TTRE9120_t1,241.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10431,TTRE10431_t1,718.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1643,TTRE1643_t1,366.0,protein_coding,,methylmalonyl-CoA mutase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFD3],protein_coding,trtricprjeb535
TTRE8894,TTRE8894_t1,178.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5309,TTRE5309_t1,180.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2890,TTRE2890_t1,980.0,protein_coding,,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFC8],protein_coding,trtricprjeb535
TTRE12416,TTRE12416_t1,392.0,protein_coding,,TonB-dependent receptor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDD3],protein_coding,trtricprjeb535
TTRE4309,TTRE4309_t1,439.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE51,TTRE51_t1,269.0,protein_coding,,Ribosome maturation protein SBDS  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7U3],protein_coding,trtricprjeb535
TTRE463,TTRE463_t1,415.0,protein_coding,,ULP_PROTEASE domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCV7],protein_coding,trtricprjeb535
TTRE5642,TTRE5642_t1,503.0,protein_coding,,Serine:threonine protein kinase TAO1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z461],protein_coding,trtricprjeb535
TTRE9379,TTRE9379_t1,2915.0,protein_coding,,Retrovirus-related Pol polyprotein from transposo n TNT 1-94  [Source:UniProtKB/TrEMBL;Acc:A0A077YZE4],protein_coding,trtricprjeb535
TTRE7660,TTRE7660_t1,218.0,protein_coding,,PINc domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z543],protein_coding,trtricprjeb535
TTRE440,TTRE440_t1,150.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE320,TTRE320_t1,190.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11877,TTRE11877_t1,540.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5043,TTRE5043_t1,461.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4288,TTRE4288_t1,175.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1511,TTRE1511_t1,200.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6904,TTRE6904_t1,129.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7986,TTRE7986_t1,1153.0,protein_coding,,Cleavage and polyadenylation specificity factor  [Source:UniProtKB/TrEMBL;Acc:A0A077Z617],protein_coding,trtricprjeb535
TTRE8526,TTRE8526_t1,836.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6203,TTRE6203_t1,1271.0,protein_coding,,Cleavage stimulation factor 50 kDa subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAG2],protein_coding,trtricprjeb535
TTRE11894,TTRE11894_t1,909.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4628,TTRE4628_t1,365.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11954,TTRE11954_t1,907.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3905,TTRE3905_t1,778.0,protein_coding,,Selenocysteine specific elongation factor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEF0],protein_coding,trtricprjeb535
TTRE4285,TTRE4285_t1,258.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6743,TTRE6743_t1,238.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2129,TTRE2129_t1,278.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12289,TTRE12289_t1,470.0,protein_coding,,ferroxidase  [Source:UniProtKB/TrEMBL;Acc:A0A077YZF6],protein_coding,trtricprjeb535
TTRE4720,TTRE4720_t1,138.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7780,TTRE7780_t1,299.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE427,TTRE427_t1,339.0,protein_coding,,Calsyntenin-1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9F0],protein_coding,trtricprjeb535
TTRE8675,TTRE8675_t1,701.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4253,TTRE4253_t1,230.0,protein_coding,,Smarcd1 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDE2],protein_coding,trtricprjeb535
TTRE1858,TTRE1858_t1,657.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE925,TTRE925_t1,129.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2792,TTRE2792_t1,794.0,protein_coding,,Globin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YUP1],protein_coding,trtricprjeb535
TTRE2476,TTRE2476_t1,290.0,protein_coding,,Rhomboid protein 3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9G0],protein_coding,trtricprjeb535
TTRE1657,TTRE1657_t1,222.0,protein_coding,,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z922],protein_coding,trtricprjeb535
TTRE1715,TTRE1715_t1,269.0,protein_coding,,Spindle assembly abnormal protein 6 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077Z853],protein_coding,trtricprjeb535
TTRE791,TTRE791_t1,651.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1622,TTRE1622_t1,1239.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4734,TTRE4734_t1,110.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2698,TTRE2698_t1,262.0,protein_coding,,Plastin 3  [Source:UniProtKB/TrEMBL;Acc:A0A077YW46],protein_coding,trtricprjeb535
TTRE8951,TTRE8951_t1,510.0,protein_coding,,N-acetylglucosaminylphosphatidylinositol deacetylase  [Source:UniProtKB/TrEMBL;Acc:A0A077YZF7],protein_coding,trtricprjeb535
TTRE2075,TTRE2075_t1,299.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2426,TTRE2426_t1,721.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2531,TTRE2531_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10234,TTRE10234_t1,458.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6853,TTRE6853_t1,1450.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6280,TTRE6280_t1,585.0,protein_coding,,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMN5],protein_coding,trtricprjeb535
TTRE4180,TTRE4180_t1,316.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2944,TTRE2944_t1,636.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10361,TTRE10361_t1,1859.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12437,TTRE12437_t1,233.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10672,TTRE10672_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5776,TTRE5776_t1,944.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10014,TTRE10014_t1,330.0,protein_coding,,PDZ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1J9],protein_coding,trtricprjeb535
TTRE4589,TTRE4589_t1,319.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2563,TTRE2563_t1,206.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12309,TTRE12309_t1,743.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10636,TTRE10636_t1,884.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3439,TTRE3439_t1,606.0,protein_coding,,Pre mRNA splicing factor ATP dependent  [Source:UniProtKB/TrEMBL;Acc:A0A077Z743],protein_coding,trtricprjeb535
TTRE6551,TTRE6551_t1,518.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9095,TTRE9095_t1,413.0,protein_coding,,Ephrin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z131],protein_coding,trtricprjeb535
