Gene stable ID,Genome name,Transcript stable ID,Gene description,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence,is_enzyme,is_enzyme_evidence,is_kinase,is_kinase_evidence,is_ion_channel,is_ion_channel_evidence,is_gpcr,is_gpcr_evidence,is_nuclear_receptor,is_nuclear_receptor_evidence,is_privileged_target_family,is_privileged_target_family_evidence
TTRE10042,Trichuris trichiura (PRJEB535),TTRE10042_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TCF7",True,Best human orthologue in WormBase ParaSite has < 40% identity: TCF7 11.2219%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10043,Trichuris trichiura (PRJEB535),TTRE10043_t2,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10044,Trichuris trichiura (PRJEB535),TTRE10044_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PDLIM5",True,Best human orthologue in WormBase ParaSite has < 40% identity: PDLIM5 20.9677%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10045,Trichuris trichiura (PRJEB535),TTRE10045_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PITX2",True,Best human orthologue in WormBase ParaSite has < 40% identity: PITX2 28.2878%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10046,Trichuris trichiura (PRJEB535),TTRE10046_t1,Organic cation transporter protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YXM1],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10047,Trichuris trichiura (PRJEB535),TTRE10047_t1,Sugar tr domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YXL1],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10048,Trichuris trichiura (PRJEB535),TTRE10048_t1,Cysteine and tyrosine-rich protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YYI8],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10049,Trichuris trichiura (PRJEB535),TTRE10049_t1,Forkhead box protein G1  [Source:UniProtKB/TrEMBL;Acc:A0A077YWV4],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FOXD4L1",True,Best human orthologue in WormBase ParaSite has < 40% identity: FOXD4L1 20.4188%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE1005,Trichuris trichiura (PRJEB535),TTRE1005_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FLII",False,Best human orthologue found in WormBase Parasite has >= 40% identity: FLII 52.934%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10050,Trichuris trichiura (PRJEB535),TTRE10050_t1,PLAT domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YXL6],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PKD1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PKD1 27.3381%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10051,Trichuris trichiura (PRJEB535),TTRE10051_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RAB4B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RAB4B 65.5814%,True,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001806 - Small GTPase,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE10052,Trichuris trichiura (PRJEB535),TTRE10052_t1,GTP binding protein yptV4  [Source:UniProtKB/TrEMBL;Acc:A0A077YXK5],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10053,Trichuris trichiura (PRJEB535),TTRE10053_t1,Protein unc h protein unc g protein unc f prot ein unc d protein unc b  [Source:UniProtKB/TrEMBL;Acc:A0A077YYI4],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,"Meets the following criteria: is_enzyme, is_kinase"
TTRE10054,Trichuris trichiura (PRJEB535),TTRE10054_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10055,Trichuris trichiura (PRJEB535),TTRE10055_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10056,Trichuris trichiura (PRJEB535),TTRE10056_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10057,Trichuris trichiura (PRJEB535),TTRE10057_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10058,Trichuris trichiura (PRJEB535),TTRE10058_t1,HLH domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YWT9],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: OLIG2",True,Best human orthologue in WormBase ParaSite has < 40% identity: OLIG2 28.1081%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10059,Trichuris trichiura (PRJEB535),TTRE10059_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LIPT2",True,Best human orthologue in WormBase ParaSite has < 40% identity: LIPT2 24.7911%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000544 - Octanoyltransferase, IPR020605 - Octanoyltransferase, conserved site",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE1006,Trichuris trichiura (PRJEB535),TTRE1006_t1,Leucine carboxyl methyltransferase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7T6],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LCMT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: LCMT1 26.6106%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007213 - Methyltransferase Ppm1/Ppm2/Tcmp, IPR016651 - Leucine carboxyl methyltransferase 1",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE10060,Trichuris trichiura (PRJEB535),TTRE10060_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE10061,Trichuris trichiura (PRJEB535),TTRE10061_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
