Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE10154,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10155,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10156,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10157,ENSG00000143157,POGK,ortholog_one2many,36.3636,23.6453,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 36.3636%
TTRE10158,ENSG00000143157,POGK,ortholog_one2many,36.6162,23.8095,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 36.6162%
TTRE10159,ENSG00000232040,SCAND3,ortholog_one2many,31.1475,12.9057,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 31.1475%
TTRE1016,ENSG00000158516,CPA2,ortholog_many2many,27.7523,28.8783,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CPA2",True,Best human orthologue in WormBase ParaSite has < 40% identity: CPA2 27.7523%
TTRE10160,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10161,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10162,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10163,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10164,ENSG00000164167,LSM6,ortholog_one2one,82.2785,81.25,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LSM6",False,Best human orthologue found in WormBase Parasite has >= 40% identity: LSM6 82.2785%
TTRE10165,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10166,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10167,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10168,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10169,ENSG00000120594,PLXDC2,ortholog_many2many,30.0199,28.5444,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLXDC2",True,Best human orthologue in WormBase ParaSite has < 40% identity: PLXDC2 30.0199%
TTRE1017,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10170,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10171,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10172,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10173,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10174,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10175,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10176,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10177,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10178,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10179,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1018,ENSG00000153827,TRIP12,ortholog_one2one,33.1919,30.2854,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRIP12",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRIP12 33.1919%
TTRE10180,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10181,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10182,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10183,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10184,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10185,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10186,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10187,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10189,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1019,ENSG00000101343,CRNKL1,ortholog_one2one,60.1671,62.8821,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CRNKL1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CRNKL1 60.1671%
TTRE10190,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10191,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10192,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10193,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10194,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10195,ENSG00000232040,SCAND3,ortholog_one2many,27.7778,4.5283,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 27.7778%
TTRE10196,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10197,ENSG00000232040,SCAND3,ortholog_one2many,27.7778,4.5283,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 27.7778%
TTRE10198,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10199,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE102,ENSG00000104267,CA2,ortholog_one2one,40.3042,40.7692,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CA2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CA2 40.3042%
TTRE1020,ENSG00000008118,CAMK1G,ortholog_many2many,18.2927,18.9076,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CAMK1G",True,Best human orthologue in WormBase ParaSite has < 40% identity: CAMK1G 18.2927%
TTRE10200,ENSG00000136758,YME1L1,ortholog_one2many,40.5583,34.4972,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: YME1L1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: YME1L1 40.5583%
TTRE10201,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10202,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10203,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10204,ENSG00000232040,SCAND3,ortholog_one2many,31.0811,13.8868,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 31.0811%
TTRE10205,ENSG00000178567,EPM2AIP1,ortholog_one2many,20.3822,10.5437,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EPM2AIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: EPM2AIP1 20.3822%
TTRE10206,ENSG00000174428,GTF2IRD2B,ortholog_many2many,32.2709,8.5353,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2B 32.2709%
TTRE10207,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10208,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10209,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1021,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10210,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10211,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10212,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10213,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10214,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10215,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10216,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10217,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10218,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10219,ENSG00000136161,RCBTB2,ortholog_many2many,21.466,14.882,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RCBTB2",True,Best human orthologue in WormBase ParaSite has < 40% identity: RCBTB2 21.466%
TTRE1022,ENSG00000014919,COX15,ortholog_one2one,43.073,41.7073,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: COX15",False,Best human orthologue found in WormBase Parasite has >= 40% identity: COX15 43.073%
TTRE10220,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10221,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10222,ENSG00000180346,TIGD2,ortholog_many2many,18.1208,5.14286,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 18.1208%
TTRE10223,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10224,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10225,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10226,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10227,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10228,ENSG00000180346,TIGD2,ortholog_many2many,27.4648,7.42857,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 27.4648%
TTRE10229,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1023,ENSG00000172239,PAIP1,ortholog_one2one,15.625,13.5699,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PAIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PAIP1 15.625%
TTRE10230,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10231,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10232,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10233,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10234,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10235,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10236,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10237,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10238,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10239,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1024,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10240,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10241,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10242,ENSG00000179886,TIGD5,ortholog_one2many,20.7547,6.85358,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 20.7547%
TTRE10243,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10244,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10245,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10246,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10247,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10248,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10249,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1025,ENSG00000114127,XRN1,ortholog_one2many,19.9282,6.55254,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: XRN1",True,Best human orthologue in WormBase ParaSite has < 40% identity: XRN1 19.9282%
TTRE10250,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10251,ENSG00000196275,GTF2IRD2,ortholog_many2many,32.6241,19.3888,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2 32.6241%
TTRE10252,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10253,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
