Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_01201,mrna-Wban_01201,mrna-Wban_01201,,,,WBGene00013477,Y69E1A.5,Y69E1A.5.1
wuchereria_bancrofti_prjna275548,Wban_01204,mrna-Wban_01204,mrna-Wban_01204,,,,WBGene00001243,elo-5,F41H10.7.1
wuchereria_bancrofti_prjna275548,Wban_01205,mrna-Wban_01205,mrna-Wban_01205,,,,WBGene00001244,elo-6,F41H10.8.1
wuchereria_bancrofti_prjna275548,Wban_01207,mrna-Wban_01207,mrna-Wban_01207,,,,WBGene00012204,mfn-1,W02B12.9d.1
wuchereria_bancrofti_prjna275548,Wban_01210,mrna-Wban_01210,mrna-Wban_01210,,,,WBGene00006663,twk-8,ZC410.4a.1
wuchereria_bancrofti_prjna275548,Wban_01222,mrna-Wban_01222,mrna-Wban_01222,,,,WBGene00014089,ZK822.1,ZK822.1.1
wuchereria_bancrofti_prjna275548,Wban_01223,mrna-Wban_01223,mrna-Wban_01223,,,,WBGene00019370,K03H6.5,K03H6.5a.1
wuchereria_bancrofti_prjna275548,Wban_01234,mrna-Wban_01234,mrna-Wban_01234,,,,WBGene00022788,slc-17.7,ZK682.2.1
wuchereria_bancrofti_prjna275548,Wban_01235,mrna-Wban_01235,mrna-Wban_01235,,,,WBGene00007338,C05C12.6,C05C12.6b.1
wuchereria_bancrofti_prjna275548,Wban_01245,mrna-Wban_01245,mrna-Wban_01245,,,,WBGene00022627,ZC513.2,ZC513.2.1
wuchereria_bancrofti_prjna275548,Wban_01248,mrna-Wban_01248,mrna-Wban_01248,,,,WBGene00012383,ttr-17,Y5F2A.2.1
wuchereria_bancrofti_prjna275548,Wban_01250,mrna-Wban_01250,mrna-Wban_01250,,,,WBGene00011508,T05H10.3,T05H10.3.1
wuchereria_bancrofti_prjna275548,Wban_01270,mrna-Wban_01270,mrna-Wban_01270,,,,WBGene00016722,C46G7.2,C46G7.2.1
wuchereria_bancrofti_prjna275548,Wban_01277,mrna-Wban_01277,mrna-Wban_01277,,,,WBGene00010714,mam-3,K09B11.10.1
wuchereria_bancrofti_prjna275548,Wban_01286,mrna-Wban_01286,mrna-Wban_01286,,,,WBGene00018356,islo-1,F42G8.5.1
wuchereria_bancrofti_prjna275548,Wban_01296,mrna-Wban_01296,mrna-Wban_01296,,,,WBGene00000767,coq-8,C35D10.4.1
wuchereria_bancrofti_prjna275548,Wban_01301,mrna-Wban_01301,mrna-Wban_01301,,,,WBGene00002827,let-653,C29E6.1a.1
wuchereria_bancrofti_prjna275548,Wban_01306,mrna-Wban_01306,mrna-Wban_01306,,,,WBGene00008076,lgc-43,C43F9.9.2
wuchereria_bancrofti_prjna275548,Wban_01316,mrna-Wban_01316,mrna-Wban_01316,,,,WBGene00010385,H12D21.9,H12D21.9b.1
wuchereria_bancrofti_prjna275548,Wban_01326,mrna-Wban_01326,mrna-Wban_01326,,,,WBGene00044500,T19E7.6,T19E7.6.1
wuchereria_bancrofti_prjna275548,Wban_01356,mrna-Wban_01356,mrna-Wban_01356,,,,WBGene00020510,T14G11.1,T14G11.1.1
wuchereria_bancrofti_prjna275548,Wban_01357,mrna-Wban_01357,mrna-Wban_01357,,,,WBGene00020160,igcm-3,T02C5.3c.1
wuchereria_bancrofti_prjna275548,Wban_01364,mrna-Wban_01364,mrna-Wban_01364,,,,WBGene00011941,T23B5.4,T23B5.4b.1
wuchereria_bancrofti_prjna275548,Wban_01374,mrna-Wban_01374,mrna-Wban_01374,,,,WBGene00006769,unc-33,Y37E11C.1a.1
wuchereria_bancrofti_prjna275548,Wban_01378,mrna-Wban_01378,mrna-Wban_01378,,,,WBGene00303007,Y57G11C.1147,Y57G11C.1147.2
wuchereria_bancrofti_prjna275548,Wban_01381,mrna-Wban_01381,mrna-Wban_01381,,,,WBGene00011727,T12A7.6,T12A7.6.1
wuchereria_bancrofti_prjna275548,Wban_01391,mrna-Wban_01391,mrna-Wban_01391,,,,WBGene00010484,dph-3,K01H12.1a.1
wuchereria_bancrofti_prjna275548,Wban_01402,mrna-Wban_01402,mrna-Wban_01402,,,,WBGene00019143,H01M10.1,H01M10.1.1
wuchereria_bancrofti_prjna275548,Wban_01404,mrna-Wban_01404,mrna-Wban_01404,,,,WBGene00003630,nhr-40,T03G6.2c.1
wuchereria_bancrofti_prjna275548,Wban_01407,mrna-Wban_01407,mrna-Wban_01407,,,,WBGene00010316,F59B8.1,F59B8.1e.1
wuchereria_bancrofti_prjna275548,Wban_01408,mrna-Wban_01408,mrna-Wban_01408,,,,WBGene00018144,F37C4.4,F37C4.4a.1
wuchereria_bancrofti_prjna275548,Wban_01410,mrna-Wban_01410,mrna-Wban_01410,,,,WBGene00013639,Y105C5A.15,Y105C5A.15c.1
wuchereria_bancrofti_prjna275548,Wban_01412,mrna-Wban_01412,mrna-Wban_01412,,,,WBGene00002129,inx-7,K02B2.4a.1
wuchereria_bancrofti_prjna275548,Wban_01421,mrna-Wban_01421,mrna-Wban_01421,,,,WBGene00019868,R04B3.3,R04B3.3.1
wuchereria_bancrofti_prjna275548,Wban_01436,mrna-Wban_01436,mrna-Wban_01436,,,,WBGene00004011,pha-2,M6.3.1
wuchereria_bancrofti_prjna275548,Wban_01438,mrna-Wban_01438,mrna-Wban_01438,,,,WBGene00006825,unc-96,F13C5.6b.1
wuchereria_bancrofti_prjna275548,Wban_01446,mrna-Wban_01446,mrna-Wban_01446,,,,WBGene00020682,T22D1.3,T22D1.3a.1
wuchereria_bancrofti_prjna275548,Wban_01450,mrna-Wban_01450,mrna-Wban_01450,,,,WBGene00022199,pfk-1.1,Y71H10A.1a.1
wuchereria_bancrofti_prjna275548,Wban_01460,mrna-Wban_01460,mrna-Wban_01460,,,,WBGene00019367,K03H6.1,K03H6.1.1
wuchereria_bancrofti_prjna275548,Wban_01462,mrna-Wban_01462,mrna-Wban_01462,,,,WBGene00020234,T05A12.3,T05A12.3.1
wuchereria_bancrofti_prjna275548,Wban_01465,mrna-Wban_01465,mrna-Wban_01465,,,,WBGene00016110,npr-11,C25G6.5.1
wuchereria_bancrofti_prjna275548,Wban_01470,mrna-Wban_01470,mrna-Wban_01470,,,,WBGene00009561,F39D8.3,F39D8.3b.1
wuchereria_bancrofti_prjna275548,Wban_01492,mrna-Wban_01492,mrna-Wban_01492,,,,WBGene00021923,Y55F3AM.5,Y55F3AM.5.1
wuchereria_bancrofti_prjna275548,Wban_01495,mrna-Wban_01495,mrna-Wban_01495,,,,WBGene00004229,ptr-15,T07H8.6.1
wuchereria_bancrofti_prjna275548,Wban_01504,mrna-Wban_01504,mrna-Wban_01504,,,,WBGene00001245,elo-7,F56H11.3.1
wuchereria_bancrofti_prjna275548,Wban_01521,mrna-Wban_01521,mrna-Wban_01521,,,,WBGene00004862,sma-9,T05A10.1d.1
wuchereria_bancrofti_prjna275548,Wban_01531,mrna-Wban_01531,mrna-Wban_01531,,,,WBGene00001245,elo-7,F56H11.3.1
wuchereria_bancrofti_prjna275548,Wban_01554,mrna-Wban_01554,mrna-Wban_01554,,,,WBGene00018568,F47E1.4,F47E1.4.1
wuchereria_bancrofti_prjna275548,Wban_01554,mrna-Wban_01554,mrna-Wban_01554,,,,WBGene00018566,F47E1.2,F47E1.2.1
wuchereria_bancrofti_prjna275548,Wban_01570,mrna-Wban_01570,mrna-Wban_01570,,,,WBGene00022269,aatf-1,Y73E7A.2.1
wuchereria_bancrofti_prjna275548,Wban_01578,mrna-Wban_01578,mrna-Wban_01578,,,,WBGene00004231,ptr-17,Y18D10A.7.1
wuchereria_bancrofti_prjna275548,Wban_01596,mrna-Wban_01596,mrna-Wban_01596,,,,WBGene00020294,T06F4.1,T06F4.1b.1
wuchereria_bancrofti_prjna275548,Wban_01597,mrna-Wban_01597,mrna-Wban_01597,,,,WBGene00002195,kin-9,F08F1.1c.1
wuchereria_bancrofti_prjna275548,Wban_01601,mrna-Wban_01601,mrna-Wban_01601,,,,WBGene00020294,T06F4.1,T06F4.1b.1
wuchereria_bancrofti_prjna275548,Wban_01604,mrna-Wban_01604,mrna-Wban_01604,,,,WBGene00002207,sid-3,B0302.1a.1
wuchereria_bancrofti_prjna275548,Wban_01607,mrna-Wban_01607,mrna-Wban_01607,,,,WBGene00022199,pfk-1.1,Y71H10A.1a.1
wuchereria_bancrofti_prjna275548,Wban_01623,mrna-Wban_01623,mrna-Wban_01623,,,,WBGene00002244,laf-1,Y71H2AM.19.1
wuchereria_bancrofti_prjna275548,Wban_01631,mrna-Wban_01631,mrna-Wban_01631,,,,WBGene00002244,laf-1,Y71H2AM.19.1
wuchereria_bancrofti_prjna275548,Wban_01648,mrna-Wban_01648,mrna-Wban_01648,,,,WBGene00020929,W02C12.2,W02C12.2b.1
wuchereria_bancrofti_prjna275548,Wban_01649,mrna-Wban_01649,mrna-Wban_01649,,,,WBGene00000950,deg-1,C47C12.6b.1
wuchereria_bancrofti_prjna275548,Wban_01664,mrna-Wban_01664,mrna-Wban_01664,,,,WBGene00016289,lntl-1,C31H1.6a.1
wuchereria_bancrofti_prjna275548,Wban_01665,mrna-Wban_01665,mrna-Wban_01665,,,,WBGene00016289,lntl-1,C31H1.6a.1
wuchereria_bancrofti_prjna275548,Wban_01667,mrna-Wban_01667,mrna-Wban_01667,,,,WBGene00019001,ipgm-1,F57B10.3a.1
wuchereria_bancrofti_prjna275548,Wban_01693,mrna-Wban_01693,mrna-Wban_01693,,,,WBGene00021078,unc-132,W08A12.1a.1
wuchereria_bancrofti_prjna275548,Wban_01702,mrna-Wban_01702,mrna-Wban_01702,,,,WBGene00004950,sox-3,F40E10.2.2
wuchereria_bancrofti_prjna275548,Wban_01704,mrna-Wban_01704,mrna-Wban_01704,,,,WBGene00018421,F44E2.8,F44E2.8.1
wuchereria_bancrofti_prjna275548,Wban_01713,mrna-Wban_01713,mrna-Wban_01713,,,,WBGene00000774,cpf-2,F56A8.6.1
wuchereria_bancrofti_prjna275548,Wban_01718,mrna-Wban_01718,mrna-Wban_01718,,,,WBGene00000774,cpf-2,F56A8.6.1
wuchereria_bancrofti_prjna275548,Wban_01726,mrna-Wban_01726,mrna-Wban_01726,,,,WBGene00009402,F35C11.3,F35C11.3.1
wuchereria_bancrofti_prjna275548,Wban_01726,mrna-Wban_01726,mrna-Wban_01726,,,,WBGene00010874,M05D6.1,M05D6.1.1
wuchereria_bancrofti_prjna275548,Wban_01732,mrna-Wban_01732,mrna-Wban_01732,,,,WBGene00009402,F35C11.3,F35C11.3.1
wuchereria_bancrofti_prjna275548,Wban_01732,mrna-Wban_01732,mrna-Wban_01732,,,,WBGene00010874,M05D6.1,M05D6.1.1
wuchereria_bancrofti_prjna275548,Wban_01748,mrna-Wban_01748,mrna-Wban_01748,,,,WBGene00008725,F13A7.7,F13A7.7.1
wuchereria_bancrofti_prjna275548,Wban_01763,mrna-Wban_01763,mrna-Wban_01763,,,,WBGene00000523,clc-2,C01C10.1a.1
wuchereria_bancrofti_prjna275548,Wban_01764,mrna-Wban_01764,mrna-Wban_01764,,,,WBGene00015784,C15B12.2,C15B12.2.1
wuchereria_bancrofti_prjna275548,Wban_01768,mrna-Wban_01768,mrna-Wban_01768,,,,WBGene00004510,rrf-3,F10B5.7.1
wuchereria_bancrofti_prjna275548,Wban_01773,mrna-Wban_01773,mrna-Wban_01773,,,,WBGene00017381,ddr-2,F11D5.3a.1
wuchereria_bancrofti_prjna275548,Wban_01775,mrna-Wban_01775,mrna-Wban_01775,,,,WBGene00008079,C44B9.2,C44B9.2.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00022643,ZK6.8,ZK6.8.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00015260,B0554.7,B0554.7a.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00021448,Y39D8A.1,Y39D8A.1d.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00022641,ZK6.6,ZK6.6.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00012688,Y39B6A.29,Y39B6A.29a.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00015258,B0554.5,B0554.5.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00012535,Y37A1A.2,Y37A1A.2.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00012428,Y11D7A.3,Y11D7A.3a.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,,,,WBGene00012686,Y39B6A.27,Y39B6A.27.1
wuchereria_bancrofti_prjna275548,Wban_01789,mrna-Wban_01789,mrna-Wban_01789,,,,WBGene00018605,F48E3.4,F48E3.4.1
wuchereria_bancrofti_prjna275548,Wban_01797,mrna-Wban_01797,mrna-Wban_01797,,,,WBGene00015675,C10E2.5,C10E2.5.1
wuchereria_bancrofti_prjna275548,Wban_01807,mrna-Wban_01807,mrna-Wban_01807,,,,WBGene00015822,C16B8.2,C16B8.2.1
wuchereria_bancrofti_prjna275548,Wban_01842,mrna-Wban_01842,mrna-Wban_01842,,,,WBGene00009145,F26A3.7,F26A3.7.2
wuchereria_bancrofti_prjna275548,Wban_01845,mrna-Wban_01845,mrna-Wban_01845,,,,WBGene00009145,F26A3.7,F26A3.7.2
wuchereria_bancrofti_prjna275548,Wban_01853,mrna-Wban_01853,mrna-Wban_01853,,,,WBGene00019347,mbl-1,K02H8.1d.1
wuchereria_bancrofti_prjna275548,Wban_01854,mrna-Wban_01854,mrna-Wban_01854,,,,WBGene00018863,F55A12.2,F55A12.2c.1
wuchereria_bancrofti_prjna275548,Wban_01855,mrna-Wban_01855,mrna-Wban_01855,,,,WBGene00010338,F59F4.3,F59F4.3.1
wuchereria_bancrofti_prjna275548,Wban_01857,mrna-Wban_01857,mrna-Wban_01857,,,,WBGene00013017,Y48E1C.4,Y48E1C.4a.1
wuchereria_bancrofti_prjna275548,Wban_01870,mrna-Wban_01870,mrna-Wban_01870,,,,WBGene00016728,C46H11.2,C46H11.2.1
wuchereria_bancrofti_prjna275548,Wban_01870,mrna-Wban_01870,mrna-Wban_01870,,,,WBGene00007254,C01H6.4,C01H6.4.1
wuchereria_bancrofti_prjna275548,Wban_01873,mrna-Wban_01873,mrna-Wban_01873,,,,WBGene00017159,F01F1.2,F01F1.2.1
wuchereria_bancrofti_prjna275548,Wban_01875,mrna-Wban_01875,mrna-Wban_01875,,,,WBGene00015791,bbln-1,C15C7.5.1
wuchereria_bancrofti_prjna275548,Wban_01878,mrna-Wban_01878,mrna-Wban_01878,,,,WBGene00017159,F01F1.2,F01F1.2.1
wuchereria_bancrofti_prjna275548,Wban_01880,mrna-Wban_01880,mrna-Wban_01880,,,,WBGene00015791,bbln-1,C15C7.5.1
wuchereria_bancrofti_prjna275548,Wban_01890,mrna-Wban_01890,mrna-Wban_01890,,,,WBGene00017000,D1005.6,D1005.6.1
wuchereria_bancrofti_prjna275548,Wban_01892,mrna-Wban_01892,mrna-Wban_01892,,,,WBGene00044701,AH9.6,AH9.6.1
wuchereria_bancrofti_prjna275548,Wban_01893,mrna-Wban_01893,mrna-Wban_01893,,,,WBGene00020517,hpo-8,T15B7.2.1
wuchereria_bancrofti_prjna275548,Wban_01898,mrna-Wban_01898,mrna-Wban_01898,,,,WBGene00009593,mam-7,F40F12.4.1
wuchereria_bancrofti_prjna275548,Wban_01904,mrna-Wban_01904,mrna-Wban_01904,,,,WBGene00016294,C31H2.4,C31H2.4.1
wuchereria_bancrofti_prjna275548,Wban_01916,mrna-Wban_01916,mrna-Wban_01916,,,,WBGene00020652,egg-4,T21E3.1.1
wuchereria_bancrofti_prjna275548,Wban_01916,mrna-Wban_01916,mrna-Wban_01916,,,,WBGene00020035,egg-5,R12E2.10.1
wuchereria_bancrofti_prjna275548,Wban_01944,mrna-Wban_01944,mrna-Wban_01944,,,,WBGene00017241,pcyt-1,F08C6.2a.1
wuchereria_bancrofti_prjna275548,Wban_01951,mrna-Wban_01951,mrna-Wban_01951,,,,WBGene00016996,D1005.2,D1005.2.1
wuchereria_bancrofti_prjna275548,Wban_01954,mrna-Wban_01954,mrna-Wban_01954,,,,WBGene00017241,pcyt-1,F08C6.2a.1
wuchereria_bancrofti_prjna275548,Wban_01956,mrna-Wban_01956,mrna-Wban_01956,,,,WBGene00004357,rho-1,Y51H4A.3a.1
wuchereria_bancrofti_prjna275548,Wban_01957,mrna-Wban_01957,mrna-Wban_01957,,,,WBGene00018877,aman-1,F55D10.1.1
wuchereria_bancrofti_prjna275548,Wban_01959,mrna-Wban_01959,mrna-Wban_01959,,,,WBGene00019294,K02A6.3,K02A6.3.1
wuchereria_bancrofti_prjna275548,Wban_01961,mrna-Wban_01961,mrna-Wban_01961,,,,WBGene00015781,rml-3,C14F11.6.1
wuchereria_bancrofti_prjna275548,Wban_01962,mrna-Wban_01962,mrna-Wban_01962,,,,WBGene00015781,rml-3,C14F11.6.1
wuchereria_bancrofti_prjna275548,Wban_01963,mrna-Wban_01963,mrna-Wban_01963,,,,WBGene00015781,rml-3,C14F11.6.1
wuchereria_bancrofti_prjna275548,Wban_01965,mrna-Wban_01965,mrna-Wban_01965,,,,WBGene00004764,sel-7,K04G11.2.1
wuchereria_bancrofti_prjna275548,Wban_01969,mrna-Wban_01969,mrna-Wban_01969,,,,WBGene00003800,npp-14,C03D6.4.1
wuchereria_bancrofti_prjna275548,Wban_01977,mrna-Wban_01977,mrna-Wban_01977,,,,WBGene00015450,C04F5.8,C04F5.8.1
wuchereria_bancrofti_prjna275548,Wban_01982,mrna-Wban_01982,mrna-Wban_01982,,,,WBGene00015545,C06G1.1,C06G1.1b.1
wuchereria_bancrofti_prjna275548,Wban_01998,mrna-Wban_01998,mrna-Wban_01998,,,,WBGene00007169,B0393.4,B0393.4.1
wuchereria_bancrofti_prjna275548,Wban_02000,mrna-Wban_02000,mrna-Wban_02000,,,,WBGene00045387,K09H9.8,K09H9.8.1
wuchereria_bancrofti_prjna275548,Wban_02002,mrna-Wban_02002,mrna-Wban_02002,,,,WBGene00006936,glp-4,Y87G2A.5.1
wuchereria_bancrofti_prjna275548,Wban_02005,mrna-Wban_02005,mrna-Wban_02005,,,,WBGene00006936,glp-4,Y87G2A.5.1
wuchereria_bancrofti_prjna275548,Wban_02029,mrna-Wban_02029,mrna-Wban_02029,,,,WBGene00002983,lgx-1,C54G7.3c.1
wuchereria_bancrofti_prjna275548,Wban_02031,mrna-Wban_02031,mrna-Wban_02031,,,,WBGene00000100,ajm-1,C25A11.4f.1
wuchereria_bancrofti_prjna275548,Wban_02037,mrna-Wban_02037,mrna-Wban_02037,,,,WBGene00017064,ppfr-2,D2092.2.1
wuchereria_bancrofti_prjna275548,Wban_02043,mrna-Wban_02043,mrna-Wban_02043,,,,WBGene00002256,lbp-4,ZK742.5.1
wuchereria_bancrofti_prjna275548,Wban_02043,mrna-Wban_02043,mrna-Wban_02043,,,,WBGene00002255,lbp-3,F40F4.4a.1
wuchereria_bancrofti_prjna275548,Wban_02044,mrna-Wban_02044,mrna-Wban_02044,,,,WBGene00002254,lbp-2,F40F4.2.1
wuchereria_bancrofti_prjna275548,Wban_02044,mrna-Wban_02044,mrna-Wban_02044,,,,WBGene00002253,lbp-1,F40F4.3.1
wuchereria_bancrofti_prjna275548,Wban_02045,mrna-Wban_02045,mrna-Wban_02045,,,,WBGene00002254,lbp-2,F40F4.2.1
wuchereria_bancrofti_prjna275548,Wban_02045,mrna-Wban_02045,mrna-Wban_02045,,,,WBGene00002253,lbp-1,F40F4.3.1
wuchereria_bancrofti_prjna275548,Wban_02046,mrna-Wban_02046,mrna-Wban_02046,,,,WBGene00018486,glb-16,F46C8.7a.1
wuchereria_bancrofti_prjna275548,Wban_02047,mrna-Wban_02047,mrna-Wban_02047,,,,WBGene00011443,cutl-11,T04F8.4.1
wuchereria_bancrofti_prjna275548,Wban_02057,mrna-Wban_02057,mrna-Wban_02057,,,,WBGene00011081,R07B1.9,R07B1.9.1
wuchereria_bancrofti_prjna275548,Wban_02096,mrna-Wban_02096,mrna-Wban_02096,,,,WBGene00001087,dpy-28,Y39A1B.3.1
wuchereria_bancrofti_prjna275548,Wban_02108,mrna-Wban_02108,mrna-Wban_02108,,,,WBGene00018485,F46C8.3,F46C8.3.1
wuchereria_bancrofti_prjna275548,Wban_02115,mrna-Wban_02115,mrna-Wban_02115,,,,WBGene00010330,F59D12.2,F59D12.2.1
wuchereria_bancrofti_prjna275548,Wban_02121,mrna-Wban_02121,mrna-Wban_02121,,,,WBGene00010330,F59D12.2,F59D12.2.1
wuchereria_bancrofti_prjna275548,Wban_02137,mrna-Wban_02137,mrna-Wban_02137,,,,WBGene00044310,H20J04.9,H20J04.9.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005741,srv-30,T13A10.7.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005742,srv-31,T13A10.9.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005744,ops-1,T13A10.13.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005733,srv-22,H04M03.9.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005737,srv-26,Y73B6BL.40.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005738,srv-27,Y73B6BL.41.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005730,srv-19,H04M03.6.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005736,srv-25,Y73B6BL.11.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005739,srv-28,T13A10.14.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005728,srv-17,C06E7.7.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005735,srv-24,Y73B6BL.10.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005743,srv-32,T13A10.12.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,WBGene00005732,srv-21,H04M03.8.1
wuchereria_bancrofti_prjna275548,Wban_02177,mrna-Wban_02177,mrna-Wban_02177,,,,WBGene00014141,ZK899.2,ZK899.2.1
wuchereria_bancrofti_prjna275548,Wban_02184,mrna-Wban_02184,mrna-Wban_02184,,,,WBGene00017297,F09E10.7,F09E10.7c.1
wuchereria_bancrofti_prjna275548,Wban_02190,mrna-Wban_02190,mrna-Wban_02190,,,,WBGene00020125,cest-19,R173.3.1
wuchereria_bancrofti_prjna275548,Wban_02192,mrna-Wban_02192,mrna-Wban_02192,,,,WBGene00006712,ubc-17,B0403.2.1
wuchereria_bancrofti_prjna275548,Wban_02209,mrna-Wban_02209,mrna-Wban_02209,,,,WBGene00001608,R07B1.8,R07B1.8.1
wuchereria_bancrofti_prjna275548,Wban_02212,mrna-Wban_02212,mrna-Wban_02212,,,,WBGene00001608,R07B1.8,R07B1.8.1
wuchereria_bancrofti_prjna275548,Wban_02214,mrna-Wban_02214,mrna-Wban_02214,,,,WBGene00000484,che-2,F38G1.1.1
wuchereria_bancrofti_prjna275548,Wban_02220,mrna-Wban_02220,mrna-Wban_02220,,,,WBGene00000786,cpr-6,C25B8.3.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,WBGene00017853,F27C1.3,F27C1.3.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,WBGene00007986,C36F7.5,C36F7.5.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,WBGene00010612,K07A1.5,K07A1.5.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,WBGene00009646,F42H11.1,F42H11.1.1
wuchereria_bancrofti_prjna275548,Wban_02223,mrna-Wban_02223,mrna-Wban_02223,,,,WBGene00020966,W03A5.1,W03A5.1.1
wuchereria_bancrofti_prjna275548,Wban_02245,mrna-Wban_02245,mrna-Wban_02245,,,,WBGene00018854,nlf-1,F55A4.2.1
wuchereria_bancrofti_prjna275548,Wban_02256,mrna-Wban_02256,mrna-Wban_02256,,,,WBGene00016089,aexr-1,C25B8.5a.1
wuchereria_bancrofti_prjna275548,Wban_02256,mrna-Wban_02256,mrna-Wban_02256,,,,WBGene00016090,aexr-2,C25B8.7.1
wuchereria_bancrofti_prjna275548,Wban_02271,mrna-Wban_02271,mrna-Wban_02271,,,,WBGene00044083,tin-9.2,B0564.1b.2
wuchereria_bancrofti_prjna275548,Wban_02279,mrna-Wban_02279,mrna-Wban_02279,,,,WBGene00015104,B0280.9,B0280.9.1
wuchereria_bancrofti_prjna275548,Wban_02281,mrna-Wban_02281,mrna-Wban_02281,,,,WBGene00015104,B0280.9,B0280.9.1
wuchereria_bancrofti_prjna275548,Wban_02295,mrna-Wban_02295,mrna-Wban_02295,,,,WBGene00016837,syf-1,C50F2.3.1
wuchereria_bancrofti_prjna275548,Wban_02298,mrna-Wban_02298,mrna-Wban_02298,,,,WBGene00006671,twk-17,C44E12.3c.1
wuchereria_bancrofti_prjna275548,Wban_02318,mrna-Wban_02318,mrna-Wban_02318,,,,WBGene00004285,rab-37,W01H2.3b.1
wuchereria_bancrofti_prjna275548,Wban_02332,mrna-Wban_02332,mrna-Wban_02332,,,,WBGene00011139,R08B4.3,R08B4.3.1
wuchereria_bancrofti_prjna275548,Wban_02366,mrna-Wban_02366,mrna-Wban_02366,,,,WBGene00011241,mpz-5,R11A8.8.1
wuchereria_bancrofti_prjna275548,Wban_02368,mrna-Wban_02368,mrna-Wban_02368,,,,WBGene00017569,F18E9.3,F18E9.3.1
wuchereria_bancrofti_prjna275548,Wban_02374,mrna-Wban_02374,mrna-Wban_02374,,,,WBGene00006472,tag-123,F08F1.7.1
wuchereria_bancrofti_prjna275548,Wban_02375,mrna-Wban_02375,mrna-Wban_02375,,,,WBGene00000047,acr-8,ZC504.2.1
wuchereria_bancrofti_prjna275548,Wban_02378,mrna-Wban_02378,mrna-Wban_02378,,,,WBGene00000047,acr-8,ZC504.2.1
wuchereria_bancrofti_prjna275548,Wban_02382,mrna-Wban_02382,mrna-Wban_02382,,,,WBGene00000907,daf-11,B0240.3a.1
wuchereria_bancrofti_prjna275548,Wban_02384,mrna-Wban_02384,mrna-Wban_02384,,,,WBGene00020135,aakg-4,T01B6.3a.1
wuchereria_bancrofti_prjna275548,Wban_02387,mrna-Wban_02387,mrna-Wban_02387,,,,WBGene00019781,M60.6,M60.6.1
