Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Gene description,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_00875,mrna-Wban_00875,mrna-Wban_00875,,,,,WBGene00003218,mep-1,M04B2.1.1
wuchereria_bancrofti_prjna275548,Wban_00877,mrna-Wban_00877,mrna-Wban_00877,,,,,WBGene00010350,H01G02.3,H01G02.3a.1
wuchereria_bancrofti_prjna275548,Wban_00887,mrna-Wban_00887,mrna-Wban_00887,,,,,WBGene00021366,Y37E11AM.2,Y37E11AM.2b.1
wuchereria_bancrofti_prjna275548,Wban_00894,mrna-Wban_00894,mrna-Wban_00894,,,,,WBGene00010667,K08E4.3,K08E4.3b.1
wuchereria_bancrofti_prjna275548,Wban_00903,mrna-Wban_00903,mrna-Wban_00903,lysozyme  [Source:UniProtKB/TrEMBL;Acc:J9EGJ7],,,,WBGene00016958,ilys-4,C55F2.2.1
wuchereria_bancrofti_prjna275548,Wban_00909,mrna-Wban_00909,mrna-Wban_00909,TK/Met protein kinase  [Source:UniProtKB/TrEMBL;Acc:J9EME4],,,,WBGene00020504,svh-2,T14E8.1a.1
wuchereria_bancrofti_prjna275548,Wban_00921,mrna-Wban_00921,mrna-Wban_00921,,,,,WBGene00003003,lin-14,T25C12.1a.1
wuchereria_bancrofti_prjna275548,Wban_00922,mrna-Wban_00922,mrna-Wban_00922,PAN domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9AZF1],,,,WBGene00009843,F48C5.2,F48C5.2.2
wuchereria_bancrofti_prjna275548,Wban_00925,mrna-Wban_00925,mrna-Wban_00925,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDU7],,,,WBGene00011765,frpr-17,T14C1.1.1
wuchereria_bancrofti_prjna275548,Wban_00932,mrna-Wban_00932,mrna-Wban_00932,MAM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECY8],,,,WBGene00008605,mlt-9,F09B12.1a.1
wuchereria_bancrofti_prjna275548,Wban_00933,mrna-Wban_00933,mrna-Wban_00933,,,,,WBGene00011572,mam-5,T07C12.8b.1
wuchereria_bancrofti_prjna275548,Wban_00934,mrna-Wban_00934,mrna-Wban_00934,Low-density lipoprotein receptor domain class A containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F0Q0],,,,WBGene00015083,egg-1,B0244.8.1
wuchereria_bancrofti_prjna275548,Wban_00934,mrna-Wban_00934,mrna-Wban_00934,Low-density lipoprotein receptor domain class A containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F0Q0],,,,WBGene00019811,egg-2,R01H2.3.1
wuchereria_bancrofti_prjna275548,Wban_00958,mrna-Wban_00958,mrna-Wban_00958,HMG box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7G0S2],,,,WBGene00001975,hmg-5,F45E4.9.1
wuchereria_bancrofti_prjna275548,Wban_00975,mrna-Wban_00975,mrna-Wban_00975,,,,,WBGene00010146,glb-19,F56C4.3a.1
wuchereria_bancrofti_prjna275548,Wban_00976,mrna-Wban_00976,mrna-Wban_00976,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase  [Source:UniProtKB/TrEMBL;Acc:J9BMT9],,,,WBGene00012433,Y11D7A.9,Y11D7A.9.1
wuchereria_bancrofti_prjna275548,Wban_00977,mrna-Wban_00977,mrna-Wban_00977,calcium/calmodulin-dependent protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQL6],,,,WBGene00006779,unc-43,K11E8.1r.1
wuchereria_bancrofti_prjna275548,Wban_00989,mrna-Wban_00989,mrna-Wban_00989,BTB_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XI58],,,,WBGene00018654,F49H12.3,F49H12.3.1
wuchereria_bancrofti_prjna275548,Wban_01000,mrna-Wban_01000,mrna-Wban_01000,ZP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EG16],,,,WBGene00020846,T27A10.6,T27A10.6a.1
wuchereria_bancrofti_prjna275548,Wban_01007,mrna-Wban_01007,mrna-Wban_01007,,,,,WBGene00000902,daf-6,F31F6.5.1
wuchereria_bancrofti_prjna275548,Wban_01011,mrna-Wban_01011,mrna-Wban_01011,,,,,WBGene00020732,T23E7.2,T23E7.2a.1
wuchereria_bancrofti_prjna275548,Wban_01021,mrna-Wban_01021,mrna-Wban_01021,,,,,WBGene00018407,F44B9.2,F44B9.2.1
wuchereria_bancrofti_prjna275548,Wban_01025,mrna-Wban_01025,mrna-Wban_01025,TK/ACK protein kinase  [Source:UniProtKB/TrEMBL;Acc:J9BMF3],,,,WBGene00000186,ark-1,C01C7.1a.1
wuchereria_bancrofti_prjna275548,Wban_01032,mrna-Wban_01032,mrna-Wban_01032,,,,,WBGene00012762,Y41E3.1,Y41E3.1a.1
wuchereria_bancrofti_prjna275548,Wban_01046,mrna-Wban_01046,mrna-Wban_01046,Helitron helicase-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DHJ9],,,,WBGene00017052,D2024.4,D2024.4b.1
wuchereria_bancrofti_prjna275548,Wban_01075,mrna-Wban_01075,mrna-Wban_01075,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF90],,,,WBGene00001066,dpy-4,Y41E3.2.1
wuchereria_bancrofti_prjna275548,Wban_01075,mrna-Wban_01075,mrna-Wban_01075,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF90],,,,WBGene00000684,col-110,F19C7.7.1
wuchereria_bancrofti_prjna275548,Wban_01075,mrna-Wban_01075,mrna-Wban_01075,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF90],,,,WBGene00000610,col-33,F36A4.6.1
wuchereria_bancrofti_prjna275548,Wban_01075,mrna-Wban_01075,mrna-Wban_01075,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF90],,,,WBGene00000611,col-34,F36A4.10.1
wuchereria_bancrofti_prjna275548,Wban_01083,mrna-Wban_01083,mrna-Wban_01083,,,,,WBGene00013592,Y81G3A.4,Y81G3A.4a.1
wuchereria_bancrofti_prjna275548,Wban_01092,mrna-Wban_01092,mrna-Wban_01092,Tetraspanin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EG46],,,,WBGene00010827,txt-19,M02B1.2.1
wuchereria_bancrofti_prjna275548,Wban_01112,mrna-Wban_01112,mrna-Wban_01112,Methyltransferase type 11 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FIZ0],,,,WBGene00009879,F49C12.10,F49C12.10.1
wuchereria_bancrofti_prjna275548,Wban_01119,mrna-Wban_01119,mrna-Wban_01119,,,,,WBGene00005153,srf-3,M02B1.1a.1
wuchereria_bancrofti_prjna275548,Wban_01123,mrna-Wban_01123,mrna-Wban_01123,RRM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FAR4],,,,WBGene00011747,sna-2,T13F2.7.1
wuchereria_bancrofti_prjna275548,Wban_01128,mrna-Wban_01128,mrna-Wban_01128,Mitochondrial carnitine/acylcarnitine carrier protein  [Source:UniProtKB/TrEMBL;Acc:J9EEA2],,,,WBGene00000996,dif-1,F49E8.5.2
wuchereria_bancrofti_prjna275548,Wban_01130,mrna-Wban_01130,mrna-Wban_01130,Apple domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9B8V2],,,,WBGene00012540,Y37A1B.7,Y37A1B.7.1
wuchereria_bancrofti_prjna275548,Wban_01134,mrna-Wban_01134,mrna-Wban_01134,,,,,WBGene00021510,frpr-19,Y41D4A.8b.1
wuchereria_bancrofti_prjna275548,Wban_01143,mrna-Wban_01143,mrna-Wban_01143,Phosphotransferase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EA16],,,,WBGene00022306,hxk-3,Y77E11A.1a.3
wuchereria_bancrofti_prjna275548,Wban_01144,mrna-Wban_01144,mrna-Wban_01144,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EA39],,,,WBGene00018473,cima-1,F45E4.11.1
wuchereria_bancrofti_prjna275548,Wban_01146,mrna-Wban_01146,mrna-Wban_01146,,,,,WBGene00009900,F49E12.7,F49E12.7.1
wuchereria_bancrofti_prjna275548,Wban_01152,mrna-Wban_01152,mrna-Wban_01152,Innexin  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIN3],,,,WBGene00002140,inx-18,C18H7.2a.1
wuchereria_bancrofti_prjna275548,Wban_01159,mrna-Wban_01159,mrna-Wban_01159,Fatty-acid and retinol-binding protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHH9],,,,WBGene00016955,perm-5,C55C3.5.1
wuchereria_bancrofti_prjna275548,Wban_01165,mrna-Wban_01165,mrna-Wban_01165,Protein quiver  [Source:UniProtKB/TrEMBL;Acc:J9EFE3],,,,WBGene00017193,F07C3.2,F07C3.2.1
wuchereria_bancrofti_prjna275548,Wban_01175,mrna-Wban_01175,mrna-Wban_01175,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHF7],,,,WBGene00000683,col-109,Y38C1BA.3.1
wuchereria_bancrofti_prjna275548,Wban_01201,mrna-Wban_01201,mrna-Wban_01201,Phosphatidylethanolamine-binding protein  [Source:UniProtKB/TrEMBL;Acc:J9F2P2],,,,WBGene00013477,Y69E1A.5,Y69E1A.5.1
wuchereria_bancrofti_prjna275548,Wban_01204,mrna-Wban_01204,mrna-Wban_01204,Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:J9BM86],,,,WBGene00001243,elo-5,F41H10.7.1
wuchereria_bancrofti_prjna275548,Wban_01205,mrna-Wban_01205,mrna-Wban_01205,Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:J9F177],,,,WBGene00001244,elo-6,F41H10.8.1
wuchereria_bancrofti_prjna275548,Wban_01207,mrna-Wban_01207,mrna-Wban_01207,Mitochondrial carrier protein  [Source:UniProtKB/TrEMBL;Acc:J9F2C0],,,,WBGene00012204,mfn-1,W02B12.9d.1
wuchereria_bancrofti_prjna275548,Wban_01210,mrna-Wban_01210,mrna-Wban_01210,,,,,WBGene00006663,twk-8,ZC410.4a.1
wuchereria_bancrofti_prjna275548,Wban_01222,mrna-Wban_01222,mrna-Wban_01222,,,,,WBGene00014089,ZK822.1,ZK822.1.1
wuchereria_bancrofti_prjna275548,Wban_01223,mrna-Wban_01223,mrna-Wban_01223,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DPI3],,,,WBGene00019370,K03H6.5,K03H6.5a.1
wuchereria_bancrofti_prjna275548,Wban_01234,mrna-Wban_01234,mrna-Wban_01234,MFS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EI11],,,,WBGene00022788,slc-17.7,ZK682.2.1
wuchereria_bancrofti_prjna275548,Wban_01235,mrna-Wban_01235,mrna-Wban_01235,,,,,WBGene00007338,C05C12.6,C05C12.6b.1
wuchereria_bancrofti_prjna275548,Wban_01245,mrna-Wban_01245,mrna-Wban_01245,Lipid-binding serum glycoprotein C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DDF0],,,,WBGene00022627,ZC513.2,ZC513.2.1
wuchereria_bancrofti_prjna275548,Wban_01248,mrna-Wban_01248,mrna-Wban_01248,Transthyretin-like family protein  [Source:UniProtKB/TrEMBL;Acc:J9F6Z0],,,,WBGene00012383,ttr-17,Y5F2A.2.1
wuchereria_bancrofti_prjna275548,Wban_01250,mrna-Wban_01250,mrna-Wban_01250,,,,,WBGene00011508,T05H10.3,T05H10.3.1
wuchereria_bancrofti_prjna275548,Wban_01270,mrna-Wban_01270,mrna-Wban_01270,29kDa protein from Anisakis simplex  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EMZ5],,,,WBGene00016722,C46G7.2,C46G7.2.1
wuchereria_bancrofti_prjna275548,Wban_01277,mrna-Wban_01277,mrna-Wban_01277,MAM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DZL7],,,,WBGene00010714,mam-3,K09B11.10.1
wuchereria_bancrofti_prjna275548,Wban_01286,mrna-Wban_01286,mrna-Wban_01286,,,,,WBGene00018356,islo-1,F42G8.5.1
wuchereria_bancrofti_prjna275548,Wban_01296,mrna-Wban_01296,mrna-Wban_01296,ABC1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EGX8],,,,WBGene00000767,coq-8,C35D10.4.1
wuchereria_bancrofti_prjna275548,Wban_01301,mrna-Wban_01301,mrna-Wban_01301,,,,,WBGene00002827,let-653,C29E6.1a.1
wuchereria_bancrofti_prjna275548,Wban_01306,mrna-Wban_01306,mrna-Wban_01306,,,,,WBGene00008076,lgc-43,C43F9.9.2
wuchereria_bancrofti_prjna275548,Wban_01316,mrna-Wban_01316,mrna-Wban_01316,,,,,WBGene00010385,H12D21.9,H12D21.9b.1
wuchereria_bancrofti_prjna275548,Wban_01326,mrna-Wban_01326,mrna-Wban_01326,FACT complex subunit  [Source:UniProtKB/TrEMBL;Acc:J9ESB8],,,,WBGene00044500,T19E7.6,T19E7.6.1
wuchereria_bancrofti_prjna275548,Wban_01356,mrna-Wban_01356,mrna-Wban_01356,,,,,WBGene00020510,T14G11.1,T14G11.1.1
wuchereria_bancrofti_prjna275548,Wban_01357,mrna-Wban_01357,mrna-Wban_01357,,,,,WBGene00020160,igcm-3,T02C5.3c.1
wuchereria_bancrofti_prjna275548,Wban_01364,mrna-Wban_01364,mrna-Wban_01364,,,,,WBGene00011941,T23B5.4,T23B5.4b.1
wuchereria_bancrofti_prjna275548,Wban_01374,mrna-Wban_01374,mrna-Wban_01374,,,,,WBGene00006769,unc-33,Y37E11C.1a.1
wuchereria_bancrofti_prjna275548,Wban_01378,mrna-Wban_01378,mrna-Wban_01378,,,,,WBGene00303007,Y57G11C.1147,Y57G11C.1147.2
wuchereria_bancrofti_prjna275548,Wban_01381,mrna-Wban_01381,mrna-Wban_01381,,,,,WBGene00011727,T12A7.6,T12A7.6.1
wuchereria_bancrofti_prjna275548,Wban_01391,mrna-Wban_01391,mrna-Wban_01391,DPH-type MB domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E8L1],,,,WBGene00010484,dph-3,K01H12.1a.1
wuchereria_bancrofti_prjna275548,Wban_01402,mrna-Wban_01402,mrna-Wban_01402,,,,,WBGene00019143,H01M10.1,H01M10.1.1
wuchereria_bancrofti_prjna275548,Wban_01404,mrna-Wban_01404,mrna-Wban_01404,,,,,WBGene00003630,nhr-40,T03G6.2c.1
wuchereria_bancrofti_prjna275548,Wban_01407,mrna-Wban_01407,mrna-Wban_01407,,,,,WBGene00010316,F59B8.1,F59B8.1e.1
wuchereria_bancrofti_prjna275548,Wban_01408,mrna-Wban_01408,mrna-Wban_01408,,,,,WBGene00018144,F37C4.4,F37C4.4a.1
wuchereria_bancrofti_prjna275548,Wban_01410,mrna-Wban_01410,mrna-Wban_01410,,,,,WBGene00013639,Y105C5A.15,Y105C5A.15c.1
wuchereria_bancrofti_prjna275548,Wban_01412,mrna-Wban_01412,mrna-Wban_01412,Innexin  [Source:UniProtKB/TrEMBL;Acc:J9EMK4],,,,WBGene00002129,inx-7,K02B2.4a.1
wuchereria_bancrofti_prjna275548,Wban_01421,mrna-Wban_01421,mrna-Wban_01421,MAM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EFE8],,,,WBGene00019868,R04B3.3,R04B3.3.1
wuchereria_bancrofti_prjna275548,Wban_01436,mrna-Wban_01436,mrna-Wban_01436,Homeobox domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EWV8],,,,WBGene00004011,pha-2,M6.3.1
wuchereria_bancrofti_prjna275548,Wban_01438,mrna-Wban_01438,mrna-Wban_01438,,,,,WBGene00006825,unc-96,F13C5.6b.1
wuchereria_bancrofti_prjna275548,Wban_01446,mrna-Wban_01446,mrna-Wban_01446,Inosine-5'-monophosphate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:J9ENT0],,,,WBGene00020682,T22D1.3,T22D1.3a.1
wuchereria_bancrofti_prjna275548,Wban_01450,mrna-Wban_01450,mrna-Wban_01450,ATP-dependent 6-phosphofructokinase  [Source:UniProtKB/TrEMBL;Acc:J9FB96],,,,WBGene00022199,pfk-1.1,Y71H10A.1a.1
wuchereria_bancrofti_prjna275548,Wban_01460,mrna-Wban_01460,mrna-Wban_01460,,,,,WBGene00019367,K03H6.1,K03H6.1.1
wuchereria_bancrofti_prjna275548,Wban_01462,mrna-Wban_01462,mrna-Wban_01462,,,,,WBGene00020234,T05A12.3,T05A12.3.1
wuchereria_bancrofti_prjna275548,Wban_01465,mrna-Wban_01465,mrna-Wban_01465,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIL9],,,,WBGene00016110,npr-11,C25G6.5.1
wuchereria_bancrofti_prjna275548,Wban_01470,mrna-Wban_01470,mrna-Wban_01470,Spaetzle domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIC9],,,,WBGene00009561,F39D8.3,F39D8.3b.1
wuchereria_bancrofti_prjna275548,Wban_01492,mrna-Wban_01492,mrna-Wban_01492,SPIN90/Ldb17 leucine-rich domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FAJ0],,,,WBGene00021923,Y55F3AM.5,Y55F3AM.5.1
wuchereria_bancrofti_prjna275548,Wban_01495,mrna-Wban_01495,mrna-Wban_01495,,,,,WBGene00004229,ptr-15,T07H8.6.1
wuchereria_bancrofti_prjna275548,Wban_01504,mrna-Wban_01504,mrna-Wban_01504,Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:J9F1B7],,,,WBGene00001245,elo-7,F56H11.3.1
wuchereria_bancrofti_prjna275548,Wban_01521,mrna-Wban_01521,mrna-Wban_01521,C2H2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EPX2],,,,WBGene00004862,sma-9,T05A10.1d.1
wuchereria_bancrofti_prjna275548,Wban_01531,mrna-Wban_01531,mrna-Wban_01531,Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:J9F1B7],,,,WBGene00001245,elo-7,F56H11.3.1
wuchereria_bancrofti_prjna275548,Wban_01554,mrna-Wban_01554,mrna-Wban_01554,,,,,WBGene00018568,F47E1.4,F47E1.4.1
wuchereria_bancrofti_prjna275548,Wban_01554,mrna-Wban_01554,mrna-Wban_01554,,,,,WBGene00018566,F47E1.2,F47E1.2.1
wuchereria_bancrofti_prjna275548,Wban_01570,mrna-Wban_01570,mrna-Wban_01570,,,,,WBGene00022269,aatf-1,Y73E7A.2.1
wuchereria_bancrofti_prjna275548,Wban_01578,mrna-Wban_01578,mrna-Wban_01578,,,,,WBGene00004231,ptr-17,Y18D10A.7.1
wuchereria_bancrofti_prjna275548,Wban_01596,mrna-Wban_01596,mrna-Wban_01596,,,,,WBGene00020294,T06F4.1,T06F4.1b.1
wuchereria_bancrofti_prjna275548,Wban_01597,mrna-Wban_01597,mrna-Wban_01597,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DGT2],,,,WBGene00002195,kin-9,F08F1.1c.1
wuchereria_bancrofti_prjna275548,Wban_01601,mrna-Wban_01601,mrna-Wban_01601,,,,,WBGene00020294,T06F4.1,T06F4.1b.1
wuchereria_bancrofti_prjna275548,Wban_01604,mrna-Wban_01604,mrna-Wban_01604,non-specific protein-tyrosine kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EFX1],,,,WBGene00002207,sid-3,B0302.1a.1
wuchereria_bancrofti_prjna275548,Wban_01607,mrna-Wban_01607,mrna-Wban_01607,Phosphofructokinase  [Source:UniProtKB/TrEMBL;Acc:J9ETF5],,,,WBGene00022199,pfk-1.1,Y71H10A.1a.1
wuchereria_bancrofti_prjna275548,Wban_01623,mrna-Wban_01623,mrna-Wban_01623,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:J9FGF5],,,,WBGene00002244,laf-1,Y71H2AM.19.1
wuchereria_bancrofti_prjna275548,Wban_01631,mrna-Wban_01631,mrna-Wban_01631,,,,,WBGene00002244,laf-1,Y71H2AM.19.1
wuchereria_bancrofti_prjna275548,Wban_01648,mrna-Wban_01648,mrna-Wban_01648,,,,,WBGene00020929,W02C12.2,W02C12.2b.1
wuchereria_bancrofti_prjna275548,Wban_01649,mrna-Wban_01649,mrna-Wban_01649,,,,,WBGene00000950,deg-1,C47C12.6b.1
wuchereria_bancrofti_prjna275548,Wban_01664,mrna-Wban_01664,mrna-Wban_01664,,,,,WBGene00016289,lntl-1,C31H1.6a.1
wuchereria_bancrofti_prjna275548,Wban_01665,mrna-Wban_01665,mrna-Wban_01665,LIN-24 Like family member  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DTJ4],,,,WBGene00016289,lntl-1,C31H1.6a.1
wuchereria_bancrofti_prjna275548,Wban_01667,mrna-Wban_01667,mrna-Wban_01667,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)  [Source:UniProtKB/TrEMBL;Acc:J9EQ37]",,,,WBGene00019001,ipgm-1,F57B10.3a.1
wuchereria_bancrofti_prjna275548,Wban_01693,mrna-Wban_01693,mrna-Wban_01693,NadR/Ttd14 AAA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DUB1],,,,WBGene00021078,unc-132,W08A12.1a.1
wuchereria_bancrofti_prjna275548,Wban_01702,mrna-Wban_01702,mrna-Wban_01702,HMG box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DMC9],,,,WBGene00004950,sox-3,F40E10.2.2
wuchereria_bancrofti_prjna275548,Wban_01704,mrna-Wban_01704,mrna-Wban_01704,,,,,WBGene00018421,F44E2.8,F44E2.8.1
wuchereria_bancrofti_prjna275548,Wban_01713,mrna-Wban_01713,mrna-Wban_01713,,,,,WBGene00000774,cpf-2,F56A8.6.1
wuchereria_bancrofti_prjna275548,Wban_01718,mrna-Wban_01718,mrna-Wban_01718,RRM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EVC7],,,,WBGene00000774,cpf-2,F56A8.6.1
wuchereria_bancrofti_prjna275548,Wban_01726,mrna-Wban_01726,mrna-Wban_01726,,,,,WBGene00009402,F35C11.3,F35C11.3.1
wuchereria_bancrofti_prjna275548,Wban_01726,mrna-Wban_01726,mrna-Wban_01726,,,,,WBGene00010874,M05D6.1,M05D6.1.1
wuchereria_bancrofti_prjna275548,Wban_01732,mrna-Wban_01732,mrna-Wban_01732,CK1 protein kinase  [Source:UniProtKB/TrEMBL;Acc:J9FN76],,,,WBGene00009402,F35C11.3,F35C11.3.1
wuchereria_bancrofti_prjna275548,Wban_01732,mrna-Wban_01732,mrna-Wban_01732,CK1 protein kinase  [Source:UniProtKB/TrEMBL;Acc:J9FN76],,,,WBGene00010874,M05D6.1,M05D6.1.1
wuchereria_bancrofti_prjna275548,Wban_01748,mrna-Wban_01748,mrna-Wban_01748,Ubiquitin-like protease family profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECP1],,,,WBGene00008725,F13A7.7,F13A7.7.1
wuchereria_bancrofti_prjna275548,Wban_01763,mrna-Wban_01763,mrna-Wban_01763,,,,,WBGene00000523,clc-2,C01C10.1a.1
wuchereria_bancrofti_prjna275548,Wban_01764,mrna-Wban_01764,mrna-Wban_01764,,,,,WBGene00015784,C15B12.2,C15B12.2.1
wuchereria_bancrofti_prjna275548,Wban_01768,mrna-Wban_01768,mrna-Wban_01768,RNA-directed RNA polymerase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DFY5],,,,WBGene00004510,rrf-3,F10B5.7.1
wuchereria_bancrofti_prjna275548,Wban_01773,mrna-Wban_01773,mrna-Wban_01773,,,,,WBGene00017381,ddr-2,F11D5.3a.1
wuchereria_bancrofti_prjna275548,Wban_01775,mrna-Wban_01775,mrna-Wban_01775,,,,,WBGene00008079,C44B9.2,C44B9.2.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00022643,ZK6.8,ZK6.8.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00015260,B0554.7,B0554.7a.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00021448,Y39D8A.1,Y39D8A.1d.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00022641,ZK6.6,ZK6.6.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00012688,Y39B6A.29,Y39B6A.29a.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00015258,B0554.5,B0554.5.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00012535,Y37A1A.2,Y37A1A.2.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00012428,Y11D7A.3,Y11D7A.3a.1
wuchereria_bancrofti_prjna275548,Wban_01776,mrna-Wban_01776,mrna-Wban_01776,UNC93-like protein MFSD11  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER30],,,,WBGene00012686,Y39B6A.27,Y39B6A.27.1
wuchereria_bancrofti_prjna275548,Wban_01789,mrna-Wban_01789,mrna-Wban_01789,Peptidase S1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XLU6],,,,WBGene00018605,F48E3.4,F48E3.4.1
wuchereria_bancrofti_prjna275548,Wban_01797,mrna-Wban_01797,mrna-Wban_01797,,,,,WBGene00015675,C10E2.5,C10E2.5.1
wuchereria_bancrofti_prjna275548,Wban_01807,mrna-Wban_01807,mrna-Wban_01807,,,,,WBGene00015822,C16B8.2,C16B8.2.1
wuchereria_bancrofti_prjna275548,Wban_01842,mrna-Wban_01842,mrna-Wban_01842,DUF3752 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XNK4],,,,WBGene00009145,F26A3.7,F26A3.7.2
wuchereria_bancrofti_prjna275548,Wban_01845,mrna-Wban_01845,mrna-Wban_01845,DUF3752 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ETK7],,,,WBGene00009145,F26A3.7,F26A3.7.2
