Gene stable ID,Genome name,Transcript stable ID,Transcript biotype,Gene description,CDS_max
TTRE10242,Trichuris trichiura (PRJEB535),TTRE10242_t1,protein_coding,,639
TTRE10243,Trichuris trichiura (PRJEB535),TTRE10243_t1,protein_coding,,336
TTRE10244,Trichuris trichiura (PRJEB535),TTRE10244_t1,protein_coding,,288
TTRE10245,Trichuris trichiura (PRJEB535),TTRE10245_t1,protein_coding,,612
TTRE10246,Trichuris trichiura (PRJEB535),TTRE10246_t1,protein_coding,,309
TTRE10247,Trichuris trichiura (PRJEB535),TTRE10247_t1,protein_coding,,3879
TTRE10248,Trichuris trichiura (PRJEB535),TTRE10248_t1,protein_coding,,246
TTRE10249,Trichuris trichiura (PRJEB535),TTRE10249_t1,protein_coding,,2085
TTRE1025,Trichuris trichiura (PRJEB535),TTRE1025_t1,protein_coding,,1674
TTRE10250,Trichuris trichiura (PRJEB535),TTRE10250_t1,protein_coding,,969
TTRE10251,Trichuris trichiura (PRJEB535),TTRE10251_t1,protein_coding,,1695
TTRE10252,Trichuris trichiura (PRJEB535),TTRE10252_t1,protein_coding,,720
TTRE10253,Trichuris trichiura (PRJEB535),TTRE10253_t1,protein_coding,,393
TTRE10254,Trichuris trichiura (PRJEB535),TTRE10254_t1,protein_coding,,576
TTRE10255,Trichuris trichiura (PRJEB535),TTRE10255_t1,protein_coding,,3552
TTRE10256,Trichuris trichiura (PRJEB535),TTRE10256_t1,protein_coding,,894
TTRE10257,Trichuris trichiura (PRJEB535),TTRE10257_t1,protein_coding,,756
TTRE10258,Trichuris trichiura (PRJEB535),TTRE10258_t1,protein_coding,,711
TTRE10259,Trichuris trichiura (PRJEB535),TTRE10259_t1,protein_coding,,942
TTRE1026,Trichuris trichiura (PRJEB535),TTRE1026_t1,protein_coding,Multidrug resistance associated protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZG36],4371
TTRE10260,Trichuris trichiura (PRJEB535),TTRE10260_t1,protein_coding,,1107
TTRE10261,Trichuris trichiura (PRJEB535),TTRE10261_t1,protein_coding,,516
TTRE10262,Trichuris trichiura (PRJEB535),TTRE10262_t1,protein_coding,,264
TTRE10263,Trichuris trichiura (PRJEB535),TTRE10263_t1,protein_coding,,777
TTRE10264,Trichuris trichiura (PRJEB535),TTRE10264_t1,protein_coding,,735
TTRE10265,Trichuris trichiura (PRJEB535),TTRE10265_t1,protein_coding,,603
TTRE10266,Trichuris trichiura (PRJEB535),TTRE10266_t1,protein_coding,,501
TTRE10267,Trichuris trichiura (PRJEB535),TTRE10267_t1,protein_coding,,456
TTRE10268,Trichuris trichiura (PRJEB535),TTRE10268_t1,protein_coding,,2025
TTRE10269,Trichuris trichiura (PRJEB535),TTRE10269_t1,protein_coding,,1797
TTRE1027,Trichuris trichiura (PRJEB535),TTRE1027_t1,protein_coding,,2325
TTRE10270,Trichuris trichiura (PRJEB535),TTRE10270_t1,protein_coding,,588
TTRE10271,Trichuris trichiura (PRJEB535),TTRE10271_t1,protein_coding,,2283
TTRE10272,Trichuris trichiura (PRJEB535),TTRE10272_t1,protein_coding,,426
TTRE10273,Trichuris trichiura (PRJEB535),TTRE10273_t1,protein_coding,,2484
TTRE10274,Trichuris trichiura (PRJEB535),TTRE10274_t1,protein_coding,,549
TTRE10275,Trichuris trichiura (PRJEB535),TTRE10275_t1,protein_coding,,1152
TTRE10276,Trichuris trichiura (PRJEB535),TTRE10276_t1,protein_coding,,519
TTRE10277,Trichuris trichiura (PRJEB535),TTRE10277_t1,protein_coding,,702
TTRE10278,Trichuris trichiura (PRJEB535),TTRE10278_t1,protein_coding,,450
TTRE10279,Trichuris trichiura (PRJEB535),TTRE10279_t1,protein_coding,,1854
TTRE1028,Trichuris trichiura (PRJEB535),TTRE1028_t1,protein_coding,superoxide dismutase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0Y6],669
TTRE10280,Trichuris trichiura (PRJEB535),TTRE10280_t1,protein_coding,,363
TTRE10281,Trichuris trichiura (PRJEB535),TTRE10281_t1,protein_coding,,4302
TTRE10282,Trichuris trichiura (PRJEB535),TTRE10282_t1,protein_coding,,783
TTRE10283,Trichuris trichiura (PRJEB535),TTRE10283_t1,protein_coding,,285
TTRE10284,Trichuris trichiura (PRJEB535),TTRE10284_t1,protein_coding,,2337
TTRE10285,Trichuris trichiura (PRJEB535),TTRE10285_t1,protein_coding,,450
TTRE10286,Trichuris trichiura (PRJEB535),TTRE10286_t1,protein_coding,,405
TTRE10287,Trichuris trichiura (PRJEB535),TTRE10287_t1,protein_coding,,762
TTRE10288,Trichuris trichiura (PRJEB535),TTRE10288_t1,protein_coding,,519
TTRE10289,Trichuris trichiura (PRJEB535),TTRE10289_t1,protein_coding,,477
TTRE1029,Trichuris trichiura (PRJEB535),TTRE1029_t1,protein_coding,,2538
TTRE10290,Trichuris trichiura (PRJEB535),TTRE10290_t1,protein_coding,,450
TTRE10291,Trichuris trichiura (PRJEB535),TTRE10291_t1,protein_coding,,477
TTRE10292,Trichuris trichiura (PRJEB535),TTRE10292_t1,protein_coding,,429
TTRE10293,Trichuris trichiura (PRJEB535),TTRE10293_t1,protein_coding,,951
TTRE10294,Trichuris trichiura (PRJEB535),TTRE10294_t1,protein_coding,,357
TTRE10295,Trichuris trichiura (PRJEB535),TTRE10295_t1,protein_coding,,4536
TTRE10296,Trichuris trichiura (PRJEB535),TTRE10296_t1,protein_coding,,450
TTRE10297,Trichuris trichiura (PRJEB535),TTRE10297_t1,protein_coding,,762
TTRE10298,Trichuris trichiura (PRJEB535),TTRE10298_t1,protein_coding,,213
TTRE10299,Trichuris trichiura (PRJEB535),TTRE10299_t1,protein_coding,,462
TTRE103,Trichuris trichiura (PRJEB535),TTRE103_t1,protein_coding,,300
TTRE1030,Trichuris trichiura (PRJEB535),TTRE1030_t1,protein_coding,,1746
TTRE10300,Trichuris trichiura (PRJEB535),TTRE10300_t1,protein_coding,,666
TTRE10301,Trichuris trichiura (PRJEB535),TTRE10301_t1,protein_coding,Ragulator complex protein LAMTOR3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCM6],390
TTRE10302,Trichuris trichiura (PRJEB535),TTRE10302_t1,protein_coding,,741
TTRE10303,Trichuris trichiura (PRJEB535),TTRE10303_t1,protein_coding,,327
TTRE10304,Trichuris trichiura (PRJEB535),TTRE10304_t1,protein_coding,,777
TTRE10305,Trichuris trichiura (PRJEB535),TTRE10305_t1,protein_coding,,2586
TTRE10306,Trichuris trichiura (PRJEB535),TTRE10306_t1,protein_coding,,1650
TTRE10307,Trichuris trichiura (PRJEB535),TTRE10307_t1,protein_coding,,825
TTRE10308,Trichuris trichiura (PRJEB535),TTRE10308_t1,protein_coding,,1563
TTRE10309,Trichuris trichiura (PRJEB535),TTRE10309_t1,protein_coding,,1146
TTRE1031,Trichuris trichiura (PRJEB535),TTRE1031_t1,protein_coding,Putative crumbs log 2b  [Source:UniProtKB/TrEMBL;Acc:A0A077Z354],900
TTRE10310,Trichuris trichiura (PRJEB535),TTRE10310_t1,protein_coding,,555
TTRE10311,Trichuris trichiura (PRJEB535),TTRE10311_t1,protein_coding,,909
TTRE10312,Trichuris trichiura (PRJEB535),TTRE10312_t1,protein_coding,,342
TTRE10313,Trichuris trichiura (PRJEB535),TTRE10313_t1,protein_coding,,576
TTRE10314,Trichuris trichiura (PRJEB535),TTRE10314_t1,protein_coding,,1287
TTRE10315,Trichuris trichiura (PRJEB535),TTRE10315_t1,protein_coding,,831
TTRE10316,Trichuris trichiura (PRJEB535),TTRE10316_t1,protein_coding,,519
TTRE10317,Trichuris trichiura (PRJEB535),TTRE10317_t1,protein_coding,,240
TTRE10318,Trichuris trichiura (PRJEB535),TTRE10318_t1,protein_coding,,1617
TTRE10319,Trichuris trichiura (PRJEB535),TTRE10319_t1,protein_coding,,1212
TTRE1032,Trichuris trichiura (PRJEB535),TTRE1032_t1,protein_coding,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBF7]",1263
TTRE10320,Trichuris trichiura (PRJEB535),TTRE10320_t1,protein_coding,,4968
TTRE10321,Trichuris trichiura (PRJEB535),TTRE10321_t1,protein_coding,,1818
TTRE10322,Trichuris trichiura (PRJEB535),TTRE10322_t1,protein_coding,,441
TTRE10323,Trichuris trichiura (PRJEB535),TTRE10323_t1,protein_coding,,654
TTRE10324,Trichuris trichiura (PRJEB535),TTRE10324_t1,protein_coding,,2583
TTRE10325,Trichuris trichiura (PRJEB535),TTRE10325_t1,protein_coding,,5145
TTRE10326,Trichuris trichiura (PRJEB535),TTRE10326_t1,protein_coding,,228
TTRE10327,Trichuris trichiura (PRJEB535),TTRE10327_t1,protein_coding,,1323
TTRE10328,Trichuris trichiura (PRJEB535),TTRE10328_t1,protein_coding,,519
TTRE10329,Trichuris trichiura (PRJEB535),TTRE10329_t1,protein_coding,,831
TTRE1033,Trichuris trichiura (PRJEB535),TTRE1033_t1,protein_coding,,2544
TTRE10330,Trichuris trichiura (PRJEB535),TTRE10330_t1,protein_coding,,690
TTRE10331,Trichuris trichiura (PRJEB535),TTRE10331_t1,protein_coding,,576
TTRE10332,Trichuris trichiura (PRJEB535),TTRE10332_t1,protein_coding,,651
TTRE10333,Trichuris trichiura (PRJEB535),TTRE10333_t1,protein_coding,,3417
TTRE10334,Trichuris trichiura (PRJEB535),TTRE10334_t1,protein_coding,,204
TTRE10335,Trichuris trichiura (PRJEB535),TTRE10335_t1,protein_coding,,354
TTRE10336,Trichuris trichiura (PRJEB535),TTRE10336_t1,protein_coding,,1257
TTRE10337,Trichuris trichiura (PRJEB535),TTRE10337_t1,protein_coding,,288
TTRE10338,Trichuris trichiura (PRJEB535),TTRE10338_t1,protein_coding,,1023
TTRE10339,Trichuris trichiura (PRJEB535),TTRE10339_t1,protein_coding,,357
TTRE1034,Trichuris trichiura (PRJEB535),TTRE1034_t1,protein_coding,,2727
TTRE10340,Trichuris trichiura (PRJEB535),TTRE10340_t1,protein_coding,,861
TTRE10341,Trichuris trichiura (PRJEB535),TTRE10341_t1,protein_coding,,930
TTRE10342,Trichuris trichiura (PRJEB535),TTRE10342_t1,protein_coding,,327
TTRE10343,Trichuris trichiura (PRJEB535),TTRE10343_t1,protein_coding,,327
TTRE10344,Trichuris trichiura (PRJEB535),TTRE10344_t1,protein_coding,,276
TTRE10345,Trichuris trichiura (PRJEB535),TTRE10345_t1,protein_coding,,942
TTRE10346,Trichuris trichiura (PRJEB535),TTRE10346_t1,protein_coding,,615
TTRE10347,Trichuris trichiura (PRJEB535),TTRE10347_t1,protein_coding,,318
TTRE10348,Trichuris trichiura (PRJEB535),TTRE10348_t1,protein_coding,,1413
TTRE10349,Trichuris trichiura (PRJEB535),TTRE10349_t1,protein_coding,,1371
TTRE1035,Trichuris trichiura (PRJEB535),TTRE1035_t1,protein_coding,,4587
TTRE10350,Trichuris trichiura (PRJEB535),TTRE10350_t1,protein_coding,,1677
TTRE10351,Trichuris trichiura (PRJEB535),TTRE10351_t1,protein_coding,Histone H2A  [Source:UniProtKB/TrEMBL;Acc:A0A077ZLW0],291
TTRE10352,Trichuris trichiura (PRJEB535),TTRE10352_t1,protein_coding,,345
TTRE10353,Trichuris trichiura (PRJEB535),TTRE10353_t1,protein_coding,,933
TTRE10354,Trichuris trichiura (PRJEB535),TTRE10354_t1,protein_coding,,273
TTRE10355,Trichuris trichiura (PRJEB535),TTRE10355_t1,protein_coding,,1308
TTRE10356,Trichuris trichiura (PRJEB535),TTRE10356_t1,protein_coding,,591
TTRE10357,Trichuris trichiura (PRJEB535),TTRE10357_t1,protein_coding,,735
TTRE10358,Trichuris trichiura (PRJEB535),TTRE10358_t1,protein_coding,,1101
TTRE10359,Trichuris trichiura (PRJEB535),TTRE10359_t1,protein_coding,,1602
TTRE1036,Trichuris trichiura (PRJEB535),TTRE1036_t1,protein_coding,,3522
TTRE10360,Trichuris trichiura (PRJEB535),TTRE10360_t1,protein_coding,,3198
TTRE10361,Trichuris trichiura (PRJEB535),TTRE10361_t1,protein_coding,,1860
TTRE10362,Trichuris trichiura (PRJEB535),TTRE10362_t1,protein_coding,,441
TTRE10363,Trichuris trichiura (PRJEB535),TTRE10363_t1,protein_coding,,630
TTRE10364,Trichuris trichiura (PRJEB535),TTRE10364_t1,protein_coding,,1686
TTRE10365,Trichuris trichiura (PRJEB535),TTRE10365_t1,protein_coding,,2097
TTRE10366,Trichuris trichiura (PRJEB535),TTRE10366_t1,protein_coding,,1248
TTRE10367,Trichuris trichiura (PRJEB535),TTRE10367_t1,protein_coding,,930
TTRE10368,Trichuris trichiura (PRJEB535),TTRE10368_t1,protein_coding,,786
TTRE10369,Trichuris trichiura (PRJEB535),TTRE10369_t1,protein_coding,,756
TTRE1037,Trichuris trichiura (PRJEB535),TTRE1037_t1,protein_coding,,2025
TTRE10370,Trichuris trichiura (PRJEB535),TTRE10370_t1,protein_coding,,600
TTRE10371,Trichuris trichiura (PRJEB535),TTRE10371_t1,protein_coding,,1812
TTRE10372,Trichuris trichiura (PRJEB535),TTRE10372_t1,protein_coding,,3108
TTRE10373,Trichuris trichiura (PRJEB535),TTRE10373_t1,protein_coding,,729
TTRE10374,Trichuris trichiura (PRJEB535),TTRE10374_t1,protein_coding,,756
TTRE10375,Trichuris trichiura (PRJEB535),TTRE10375_t1,protein_coding,,762
TTRE10376,Trichuris trichiura (PRJEB535),TTRE10376_t1,protein_coding,,738
TTRE10377,Trichuris trichiura (PRJEB535),TTRE10377_t1,protein_coding,,306
TTRE10378,Trichuris trichiura (PRJEB535),TTRE10378_t1,protein_coding,,615
TTRE10379,Trichuris trichiura (PRJEB535),TTRE10379_t1,protein_coding,,378
TTRE1038,Trichuris trichiura (PRJEB535),TTRE1038_t1,protein_coding,,477
TTRE10380,Trichuris trichiura (PRJEB535),TTRE10380_t1,protein_coding,,894
TTRE10381,Trichuris trichiura (PRJEB535),TTRE10381_t1,protein_coding,,240
TTRE10382,Trichuris trichiura (PRJEB535),TTRE10382_t1,protein_coding,,843
TTRE10383,Trichuris trichiura (PRJEB535),TTRE10383_t1,protein_coding,,618
TTRE10384,Trichuris trichiura (PRJEB535),TTRE10384_t1,protein_coding,,561
TTRE10385,Trichuris trichiura (PRJEB535),TTRE10385_t1,protein_coding,,906
TTRE10386,Trichuris trichiura (PRJEB535),TTRE10386_t1,protein_coding,,363
TTRE10387,Trichuris trichiura (PRJEB535),TTRE10387_t1,protein_coding,,537
TTRE10388,Trichuris trichiura (PRJEB535),TTRE10388_t1,protein_coding,,393
TTRE10389,Trichuris trichiura (PRJEB535),TTRE10389_t1,protein_coding,,687
TTRE1039,Trichuris trichiura (PRJEB535),TTRE1039_t2,protein_coding,Ubiquitin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8H8],1284
TTRE10390,Trichuris trichiura (PRJEB535),TTRE10390_t1,protein_coding,,834
TTRE10391,Trichuris trichiura (PRJEB535),TTRE10391_t1,protein_coding,,1536
TTRE10392,Trichuris trichiura (PRJEB535),TTRE10392_t1,protein_coding,,387
TTRE10393,Trichuris trichiura (PRJEB535),TTRE10393_t1,protein_coding,,1341
TTRE10394,Trichuris trichiura (PRJEB535),TTRE10394_t1,protein_coding,,603
TTRE10396,Trichuris trichiura (PRJEB535),TTRE10396_t1,protein_coding,,345
TTRE10397,Trichuris trichiura (PRJEB535),TTRE10397_t1,protein_coding,,891
TTRE10398,Trichuris trichiura (PRJEB535),TTRE10398_t1,protein_coding,,846
TTRE10399,Trichuris trichiura (PRJEB535),TTRE10399_t1,protein_coding,,951
TTRE104,Trichuris trichiura (PRJEB535),TTRE104_t1,protein_coding,G protein-coupled receptor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC18],636
TTRE1040,Trichuris trichiura (PRJEB535),TTRE1040_t1,protein_coding,Cyclin G associated kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077YZU9],3360
TTRE10400,Trichuris trichiura (PRJEB535),TTRE10400_t1,protein_coding,,345
TTRE10401,Trichuris trichiura (PRJEB535),TTRE10401_t1,protein_coding,,423
TTRE10402,Trichuris trichiura (PRJEB535),TTRE10402_t1,protein_coding,,1701
TTRE10403,Trichuris trichiura (PRJEB535),TTRE10403_t1,protein_coding,,1590
TTRE10404,Trichuris trichiura (PRJEB535),TTRE10404_t1,protein_coding,,1596
TTRE10405,Trichuris trichiura (PRJEB535),TTRE10405_t1,protein_coding,,336
TTRE10406,Trichuris trichiura (PRJEB535),TTRE10406_t1,protein_coding,,876
TTRE10407,Trichuris trichiura (PRJEB535),TTRE10407_t1,protein_coding,,585
TTRE10408,Trichuris trichiura (PRJEB535),TTRE10408_t1,protein_coding,,909
TTRE10409,Trichuris trichiura (PRJEB535),TTRE10409_t1,protein_coding,,699
TTRE1041,Trichuris trichiura (PRJEB535),TTRE1041_t1,protein_coding,,963
TTRE10410,Trichuris trichiura (PRJEB535),TTRE10410_t1,protein_coding,,2355
TTRE10411,Trichuris trichiura (PRJEB535),TTRE10411_t1,protein_coding,,2580
TTRE10412,Trichuris trichiura (PRJEB535),TTRE10412_t1,protein_coding,,612
TTRE10413,Trichuris trichiura (PRJEB535),TTRE10413_t1,protein_coding,,327
TTRE10414,Trichuris trichiura (PRJEB535),TTRE10414_t1,protein_coding,,1602
TTRE10415,Trichuris trichiura (PRJEB535),TTRE10415_t1,protein_coding,,1008
TTRE10416,Trichuris trichiura (PRJEB535),TTRE10416_t1,protein_coding,,585
TTRE10417,Trichuris trichiura (PRJEB535),TTRE10417_t1,protein_coding,,876
TTRE10418,Trichuris trichiura (PRJEB535),TTRE10418_t1,protein_coding,,336
TTRE10419,Trichuris trichiura (PRJEB535),TTRE10419_t1,protein_coding,,3552
TTRE1042,Trichuris trichiura (PRJEB535),TTRE1042_t1,protein_coding,,1266
TTRE10420,Trichuris trichiura (PRJEB535),TTRE10420_t1,protein_coding,,1701
TTRE10421,Trichuris trichiura (PRJEB535),TTRE10421_t1,protein_coding,,426
TTRE10422,Trichuris trichiura (PRJEB535),TTRE10422_t1,protein_coding,,255
TTRE10423,Trichuris trichiura (PRJEB535),TTRE10423_t1,protein_coding,,345
TTRE10424,Trichuris trichiura (PRJEB535),TTRE10424_t1,protein_coding,,708
TTRE10425,Trichuris trichiura (PRJEB535),TTRE10425_t1,protein_coding,,411
TTRE10426,Trichuris trichiura (PRJEB535),TTRE10426_t1,protein_coding,,372
TTRE10427,Trichuris trichiura (PRJEB535),TTRE10427_t1,protein_coding,,657
TTRE10428,Trichuris trichiura (PRJEB535),TTRE10428_t1,protein_coding,,738
TTRE10429,Trichuris trichiura (PRJEB535),TTRE10429_t1,protein_coding,,459
TTRE1043,Trichuris trichiura (PRJEB535),TTRE1043_t1,protein_coding,RBR-type E3 ubiquitin transferase  [Source:UniProtKB/TrEMBL;Acc:A0A077YW68],2394
TTRE10430,Trichuris trichiura (PRJEB535),TTRE10430_t1,protein_coding,,564
TTRE10431,Trichuris trichiura (PRJEB535),TTRE10431_t1,protein_coding,,1014
TTRE10432,Trichuris trichiura (PRJEB535),TTRE10432_t1,protein_coding,,627
TTRE10433,Trichuris trichiura (PRJEB535),TTRE10433_t1,protein_coding,,642
TTRE10434,Trichuris trichiura (PRJEB535),TTRE10434_t1,protein_coding,,1911
TTRE10435,Trichuris trichiura (PRJEB535),TTRE10435_t1,protein_coding,,807
TTRE10436,Trichuris trichiura (PRJEB535),TTRE10436_t1,protein_coding,,216
TTRE10437,Trichuris trichiura (PRJEB535),TTRE10437_t1,protein_coding,,474
TTRE10438,Trichuris trichiura (PRJEB535),TTRE10438_t1,protein_coding,,312
TTRE10439,Trichuris trichiura (PRJEB535),TTRE10439_t1,protein_coding,,390
TTRE1044,Trichuris trichiura (PRJEB535),TTRE1044_t1,protein_coding,,963
TTRE10440,Trichuris trichiura (PRJEB535),TTRE10440_t1,protein_coding,,597
TTRE10441,Trichuris trichiura (PRJEB535),TTRE10441_t1,protein_coding,,501
TTRE10442,Trichuris trichiura (PRJEB535),TTRE10442_t1,protein_coding,,984
TTRE10443,Trichuris trichiura (PRJEB535),TTRE10443_t1,protein_coding,,246
TTRE10444,Trichuris trichiura (PRJEB535),TTRE10444_t1,protein_coding,,342
TTRE10445,Trichuris trichiura (PRJEB535),TTRE10445_t1,protein_coding,,3189
TTRE10446,Trichuris trichiura (PRJEB535),TTRE10446_t1,protein_coding,,369
TTRE10447,Trichuris trichiura (PRJEB535),TTRE10447_t1,protein_coding,,2931
TTRE10448,Trichuris trichiura (PRJEB535),TTRE10448_t1,protein_coding,,414
TTRE10449,Trichuris trichiura (PRJEB535),TTRE10449_t1,protein_coding,,408
TTRE1045,Trichuris trichiura (PRJEB535),TTRE1045_t1,protein_coding,,3204
TTRE10450,Trichuris trichiura (PRJEB535),TTRE10450_t1,protein_coding,,519
TTRE10451,Trichuris trichiura (PRJEB535),TTRE10451_t1,protein_coding,,1110
TTRE10452,Trichuris trichiura (PRJEB535),TTRE10452_t1,protein_coding,,666
TTRE10453,Trichuris trichiura (PRJEB535),TTRE10453_t1,protein_coding,,393
TTRE10454,Trichuris trichiura (PRJEB535),TTRE10454_t1,protein_coding,,645
TTRE10455,Trichuris trichiura (PRJEB535),TTRE10455_t1,protein_coding,,489
TTRE10456,Trichuris trichiura (PRJEB535),TTRE10456_t1,protein_coding,,615
TTRE10457,Trichuris trichiura (PRJEB535),TTRE10457_t1,protein_coding,,4731
TTRE10458,Trichuris trichiura (PRJEB535),TTRE10458_t1,protein_coding,,414
TTRE10459,Trichuris trichiura (PRJEB535),TTRE10459_t1,protein_coding,,294
TTRE1046,Trichuris trichiura (PRJEB535),TTRE1046_t1,protein_coding,,444
TTRE10460,Trichuris trichiura (PRJEB535),TTRE10460_t1,protein_coding,,327
TTRE10461,Trichuris trichiura (PRJEB535),TTRE10461_t1,protein_coding,,711
TTRE10462,Trichuris trichiura (PRJEB535),TTRE10462_t1,protein_coding,,291
TTRE10463,Trichuris trichiura (PRJEB535),TTRE10463_t1,protein_coding,,1491
TTRE10464,Trichuris trichiura (PRJEB535),TTRE10464_t1,protein_coding,,393
TTRE10465,Trichuris trichiura (PRJEB535),TTRE10465_t1,protein_coding,,522
TTRE10466,Trichuris trichiura (PRJEB535),TTRE10466_t1,protein_coding,,651
TTRE10467,Trichuris trichiura (PRJEB535),TTRE10467_t1,protein_coding,,2322
TTRE10468,Trichuris trichiura (PRJEB535),TTRE10468_t1,protein_coding,,2175
TTRE10469,Trichuris trichiura (PRJEB535),TTRE10469_t1,protein_coding,,1023
TTRE1047,Trichuris trichiura (PRJEB535),TTRE1047_t2,protein_coding,,3438
TTRE10470,Trichuris trichiura (PRJEB535),TTRE10470_t1,protein_coding,,2025
TTRE10471,Trichuris trichiura (PRJEB535),TTRE10471_t1,protein_coding,,1455
TTRE10472,Trichuris trichiura (PRJEB535),TTRE10472_t1,protein_coding,,345
TTRE10473,Trichuris trichiura (PRJEB535),TTRE10473_t1,protein_coding,,204
TTRE10474,Trichuris trichiura (PRJEB535),TTRE10474_t1,protein_coding,,1038
TTRE10475,Trichuris trichiura (PRJEB535),TTRE10475_t1,protein_coding,,4287
TTRE10476,Trichuris trichiura (PRJEB535),TTRE10476_t1,protein_coding,,294
TTRE10477,Trichuris trichiura (PRJEB535),TTRE10477_t1,protein_coding,,2673
TTRE10478,Trichuris trichiura (PRJEB535),TTRE10478_t1,protein_coding,,900
TTRE10479,Trichuris trichiura (PRJEB535),TTRE10479_t1,protein_coding,,390
TTRE1048,Trichuris trichiura (PRJEB535),TTRE1048_t1,protein_coding,pyridoxal 5'-phosphate synthase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEE3],756
TTRE10480,Trichuris trichiura (PRJEB535),TTRE10480_t1,protein_coding,,708
TTRE10481,Trichuris trichiura (PRJEB535),TTRE10481_t1,protein_coding,,615
TTRE10482,Trichuris trichiura (PRJEB535),TTRE10482_t1,protein_coding,,729
TTRE10483,Trichuris trichiura (PRJEB535),TTRE10483_t1,protein_coding,,468
TTRE10484,Trichuris trichiura (PRJEB535),TTRE10484_t1,protein_coding,,834
TTRE10485,Trichuris trichiura (PRJEB535),TTRE10485_t1,protein_coding,,1632
TTRE10486,Trichuris trichiura (PRJEB535),TTRE10486_t1,protein_coding,,2058
TTRE10487,Trichuris trichiura (PRJEB535),TTRE10487_t1,protein_coding,,993
TTRE10488,Trichuris trichiura (PRJEB535),TTRE10488_t1,protein_coding,,2439
TTRE10489,Trichuris trichiura (PRJEB535),TTRE10489_t1,protein_coding,,891
TTRE1049,Trichuris trichiura (PRJEB535),TTRE1049_t1,protein_coding,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8S3],1452
TTRE10490,Trichuris trichiura (PRJEB535),TTRE10490_t1,protein_coding,,1146
