Gene stable ID,principal_transcript_id,principal_cds_length,principal_isoform_type,gene_description,genome_name,transcript_biotype,species,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE10083,TTRE10083_t1,205,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10084,TTRE10084_t1,401,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10085,TTRE10085_t1,454,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000232040,SCAND3,ortholog_one2many,29.5775,6.33962,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 29.5775%
TTRE10086,TTRE10086_t1,614,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000179886,TIGD5,ortholog_one2many,17.1569,5.45171,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 17.1569%
TTRE10087,TTRE10087_t1,441,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000179886,TIGD5,ortholog_one2many,17.0543,6.85358,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 17.0543%
TTRE10088,TTRE10088_t1,168,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10089,TTRE10089_t1,300,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1009,TTRE1009_t1,870,protein_coding,Ank domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8P6],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10090,TTRE10090_t1,472,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10091,TTRE10091_t1,1103,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10092,TTRE10092_t1,774,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10093,TTRE10093_t1,555,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10094,TTRE10094_t1,675,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10095,TTRE10095_t1,675,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10096,TTRE10096_t1,85,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10097,TTRE10097_t1,485,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10098,TTRE10098_t1,1160,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10099,TTRE10099_t1,743,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE101,TTRE101_t1,178,protein_coding,palmitoyl-protein hydrolase  [Source:UniProtKB/TrEMBL;Acc:A0A077YZG1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000120992,LYPLA1,ortholog_one2one,50.0,50.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LYPLA1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: LYPLA1 50.0%
TTRE1010,TTRE1010_t1,339,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000152578,GRIA4,ortholog_many2many,22.658,11.5299,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GRIA4",True,Best human orthologue in WormBase ParaSite has < 40% identity: GRIA4 22.658%
TTRE10100,TTRE10100_t1,965,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000221944,TIGD1,ortholog_many2many,23.3645,12.6904,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD1",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD1 23.3645%
TTRE10101,TTRE10101_t1,1268,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10102,TTRE10102_t1,1865,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10103,TTRE10103_t1,1769,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10104,TTRE10104_t1,347,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10105,TTRE10105_t1,146,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10106,TTRE10106_t1,3943,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10107,TTRE10107_t1,311,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10108,TTRE10108_t1,470,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000232040,SCAND3,ortholog_one2many,23.7179,2.79245,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 23.7179%
TTRE10109,TTRE10109_t1,1649,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000232040,SCAND3,ortholog_one2many,30.7832,12.7547,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 30.7832%
TTRE1011,TTRE1011_t1,251,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000139180,NDUFA9,ortholog_one2many,28.1395,32.0955,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NDUFA9",True,Best human orthologue in WormBase ParaSite has < 40% identity: NDUFA9 28.1395%
TTRE10110,TTRE10110_t1,857,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000179886,TIGD5,ortholog_one2many,17.5439,7.78816,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 17.5439%
TTRE10111,TTRE10111_t1,494,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10112,TTRE10112_t1,975,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10113,TTRE10113_t1,596,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000143157,POGK,ortholog_one2many,32.8283,10.6732,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 32.8283%
TTRE10114,TTRE10114_t1,449,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000180346,TIGD2,ortholog_many2many,19.4631,5.52381,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 19.4631%
TTRE10115,TTRE10115_t1,530,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000232040,SCAND3,ortholog_one2many,22.1591,2.9434,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 22.1591%
TTRE10116,TTRE10116_t1,139,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10117,TTRE10117_t1,757,protein_coding,WD40 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z232],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10118,TTRE10118_t1,184,protein_coding,"Succinate dehydrogenase assembly factor 2, mitoch ondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5J8]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000167985,SDHAF2,ortholog_one2many,32.5397,24.6988,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SDHAF2",True,Best human orthologue in WormBase ParaSite has < 40% identity: SDHAF2 32.5397%
TTRE10119,TTRE10119_t1,995,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000232040,SCAND3,ortholog_one2many,28.3988,7.09434,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 28.3988%
TTRE1012,TTRE1012_t1,174,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000135913,USP37,ortholog_one2one,24.6313,17.0582,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: USP37",True,Best human orthologue in WormBase ParaSite has < 40% identity: USP37 24.6313%
TTRE10120,TTRE10120_t1,2666,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10121,TTRE10121_t1,315,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10122,TTRE10122_t1,225,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10123,TTRE10123_t1,4007,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10124,TTRE10124_t1,225,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10125,TTRE10125_t1,326,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10126,TTRE10126_t1,1500,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10127,TTRE10127_t1,607,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10128,TTRE10128_t1,614,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000143157,POGK,ortholog_one2many,32.3529,10.8374,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 32.3529%
TTRE10129,TTRE10129_t1,1259,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1013,TTRE1013_t1,1526,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000131844,MCCC2,ortholog_one2one,64.3701,58.0817,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MCCC2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: MCCC2 64.3701%
TTRE10130,TTRE10130_t1,449,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000180346,TIGD2,ortholog_many2many,18.1208,5.14286,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 18.1208%
TTRE10131,TTRE10131_t1,445,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000180346,TIGD2,ortholog_many2many,18.1818,7.61905,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 18.1818%
TTRE10132,TTRE10132_t1,155,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10133,TTRE10133_t1,97,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10134,TTRE10134_t1,503,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10135,TTRE10135_t1,242,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10136,TTRE10136_t1,255,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000090376,IRAK3,ortholog_many2many,8.15451,3.18792,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: IRAK3",True,Best human orthologue in WormBase ParaSite has < 40% identity: IRAK3 8.15451%
TTRE10137,TTRE10137_t1,734,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10138,TTRE10138_t1,445,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000180346,TIGD2,ortholog_many2many,12.8319,5.52381,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 12.8319%
TTRE10139,TTRE10139_t1,551,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1014,TTRE1014_t1,2734,protein_coding,Neurogenic locus notch protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z257],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000286106,NOTCH2NLR,ortholog_many2many,3.98876,25.9124,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NOTCH2NLR",True,Best human orthologue in WormBase ParaSite has < 40% identity: NOTCH2NLR 3.98876%
TTRE10140,TTRE10140_t1,215,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000130517,PGPEP1,ortholog_many2many,28.5714,27.7512,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PGPEP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PGPEP1 28.5714%
TTRE10141,TTRE10141_t1,665,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10142,TTRE10142_t1,691,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10143,TTRE10143_t1,281,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10144,TTRE10144_t1,149,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10145,TTRE10145_t1,518,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000232040,SCAND3,ortholog_one2many,23.2558,3.01887,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 23.2558%
